user_id,course_id,user_index,course_index,preference
U_38112,C_890220,10,839,2.16
U_38112,C_680974,10,756,2.04
U_38112,C_681012,10,926,2.01
U_38112,C_879040,10,21,1.71
U_38112,C_948428,10,1331,1.68
U_38112,C_1428968,10,14,1.38
U_38112,C_696976,10,122,1.0
U_38112,C_682415,10,144,1.0
U_38112,C_1410117,10,396,1.0
U_38112,C_770784,10,46,1.0
U_38112,C_707083,10,691,1.0
U_38112,C_676940,10,633,1.0
U_38123,C_697020,307,806,2.91
U_38123,C_681471,307,1158,2.88
U_38123,C_682277,307,289,2.76
U_38123,C_680771,307,909,2.73
U_38225,C_936987,776,340,2.97
U_38225,C_1428968,776,14,2.94
U_38280,C_697791,1013,2,3.0
U_38280,C_676937,1013,30,2.97
U_38356,C_697087,330,225,2.82
U_38375,C_696968,211,25,2.94
U_38375,C_680968,211,646,2.67
U_38414,C_1924709,179,737,2.61
U_38424,C_696908,1015,44,2.94
U_38434,C_696994,370,0,2.97
U_38434,C_696753,370,322,2.82
U_38458,C_948209,636,74,3.0
U_38458,C_788575,636,49,2.91
U_38479,C_927959,268,715,2.97
U_38479,C_677218,268,154,2.85
U_38479,C_694140,268,320,2.76
U_38483,C_734041,1398,694,3.0
U_38483,C_1755899,1398,1362,2.97
U_38595,C_677019,515,127,2.97
U_38627,C_948079,51,854,2.94
U_38627,C_696679,51,5,2.91
U_38627,C_936990,51,304,2.52
U_38627,C_879050,51,1034,2.34
U_38627,C_697064,51,979,2.04
U_38727,C_677159,516,100,2.91
U_38886,C_707119,372,70,2.97
U_39038,C_681382,433,929,2.94
U_39122,C_734054,1400,273,3.0
U_39190,C_677159,154,100,2.79
U_39190,C_890276,154,1703,2.7
U_39306,C_696740,181,63,2.85
U_39319,C_697068,782,24,2.97
U_39319,C_936987,782,340,2.91
U_39388,C_948078,1021,342,2.94
U_39404,C_682259,1402,478,3.0
U_39447,C_707096,1022,106,2.91
U_39504,C_825822,783,1690,2.97
U_39504,C_1864381,783,879,2.94
U_39841,C_680765,235,535,2.94
U_39887,C_696807,168,579,2.88
U_39974,C_677133,331,460,2.91
U_39974,C_676648,331,349,2.82
U_39974,C_676975,331,635,2.79
U_39992,C_948411,213,138,2.79
U_39992,C_682345,213,130,2.64
U_40004,C_682302,638,479,2.91
U_40015,C_697038,1404,297,2.97
U_40049,C_696942,236,22,2.91
U_40256,C_694136,94,15,2.91
U_3715,C_682210,137,172,2.79
U_11731,C_682268,0,942,1.0
U_11732,C_676651,40,97,1.98
U_13210,C_697149,198,68,2.85
U_13243,C_735351,116,7,2.46
U_17629,C_682164,690,770,2.97
U_22809,C_854870,709,834,2.91
U_24450,C_1795810,202,124,2.73
U_25298,C_707087,27,1636,2.43
U_31614,C_948216,114,858,2.88
U_31692,C_696679,38,5,2.85
U_34784,C_697791,987,2,2.97
U_35413,C_735253,35,498,2.46
U_37738,C_1017355,772,523,3.0
U_38112,C_696800,10,176,1.08
U_40053,C_677055,640,1128,2.94
U_40256,C_734011,94,85,2.79
U_40256,C_883345,94,1,2.31
U_40288,C_760442,1405,123,2.97
U_40461,C_756642,434,435,2.97
U_40461,C_697025,434,103,2.82
U_24,C_707360,52,997,2.79
U_24,C_735214,52,86,2.64
U_24,C_1025064,52,614,2.49
U_24,C_936973,52,303,2.4
U_24,C_682530,52,1186,2.16
U_24,C_1795810,52,124,2.1
U_24,C_948415,52,139,2.04
U_24,C_1808023,52,1090,1.98
U_24,C_681414,52,216,1.95
U_24,C_1894860,52,880,1.92
U_53,C_943255,522,236,2.97
U_105,C_697422,98,197,2.82
U_105,C_883345,98,1,2.64
U_105,C_1771179,98,345,2.43
U_105,C_1686971,98,1065,2.31
U_112,C_735300,37,499,2.61
U_112,C_735341,37,700,2.31
U_112,C_947244,37,182,2.16
U_112,C_1806527,37,116,1.83
U_112,C_682442,37,110,1.71
U_123,C_735351,840,7,3.0
U_129,C_697208,844,159,3.0
U_129,C_697821,844,13,2.94
U_146,C_680845,461,541,2.85
U_170,C_797404,877,1275,2.97
U_172,C_697375,158,429,2.88
U_172,C_697030,158,807,2.64
U_189,C_747024,148,596,2.67
U_189,C_943255,148,236,2.55
U_191,C_948411,25,138,2.64
U_191,C_948409,25,96,2.55
U_191,C_1527465,25,238,2.37
U_191,C_1724291,25,865,2.04
U_191,C_1771179,25,345,1.8
U_191,C_1748240,25,188,1.68
U_192,C_854846,287,387,2.94
U_192,C_676932,287,4,2.85
U_195,C_1794464,698,9,2.91
U_198,C_677076,224,99,2.76
U_198,C_854862,224,1285,2.73
U_198,C_947252,224,60,2.7
U_203,C_697427,1193,985,3.0
U_219,C_696700,351,3,2.88
U_230,C_697236,710,26,2.94
U_274,C_746997,734,48,2.97
U_280,C_682330,944,192,3.0
U_280,C_697293,944,27,2.94
U_464,C_697069,436,72,3.0
U_514,C_680745,309,54,2.85
U_567,C_676969,800,90,2.97
U_670,C_1916172,110,1107,2.13
U_670,C_2242137,110,890,1.71
U_670,C_2255517,110,1465,1.68
U_786,C_696554,1461,56,2.97
U_796,C_883372,73,115,2.76
U_796,C_1944971,73,1109,2.46
U_796,C_1767126,73,344,2.31
U_817,C_696928,96,178,2.94
U_817,C_1903985,96,29,2.76
U_817,C_682222,96,78,2.67
U_818,C_948468,1054,61,2.97
U_835,C_1748240,656,188,2.97
U_964,C_696980,538,195,2.94
U_972,C_696700,1070,3,3.0
U_974,C_1718815,217,151,2.67
U_977,C_676932,1494,4,3.0
U_981,C_735210,244,1006,2.97
U_1052,C_681655,22,101,2.76
U_1052,C_681503,22,475,2.73
U_1052,C_680979,22,647,2.7
U_1052,C_948244,22,1748,2.64
U_1052,C_1692685,22,1066,2.28
U_1052,C_1811839,22,1091,1.89
U_1052,C_1828106,22,1094,1.74
U_1052,C_890220,22,839,1.29
U_1052,C_1771160,22,1082,1.0
U_1052,C_2113371,22,1445,1.0
U_1052,C_697051,22,810,1.0
U_1064,C_680732,279,288,3.0
U_1064,C_680897,279,1505,2.91
U_1064,C_685689,279,174,2.82
U_1064,C_2189666,279,626,2.7
U_1073,C_746997,664,48,2.97
U_1165,C_681581,62,1539,2.91
U_1165,C_696554,62,56,2.88
U_1165,C_697063,62,680,2.61
U_1165,C_681592,62,933,2.49
U_1165,C_1691403,62,1343,2.07
U_1165,C_1691412,62,1345,2.04
U_1195,C_823326,390,833,2.94
U_1216,C_1214863,555,861,2.88
U_1236,C_696840,841,676,3.0
U_1323,C_682515,673,173,3.0
U_1323,C_674903,673,18,2.97
U_1323,C_676932,673,4,2.94
U_1325,C_1748240,458,188,2.85
U_1359,C_1797904,283,189,2.97
U_1359,C_1894860,283,880,2.85
U_1361,C_681355,147,242,3.0
U_1361,C_681034,147,215,2.88
U_1361,C_696679,147,5,2.67
U_1361,C_735364,147,251,2.61
U_1418,C_883345,284,1,2.94
U_1418,C_707096,284,106,2.82
U_1418,C_677045,284,76,2.79
U_1439,C_696679,853,5,2.97
U_1439,C_697018,853,42,2.94
U_1481,C_682696,126,484,2.7
U_1481,C_697821,126,13,2.58
U_1481,C_697791,126,2,2.52
U_1481,C_770738,126,19,2.49
U_1547,C_696597,199,155,2.91
U_1553,C_1806527,566,116,2.94
U_1583,C_697069,1150,72,3.0
U_1593,C_883345,1153,1,3.0
U_1603,C_696942,346,22,2.82
U_1604,C_707081,872,17,2.97
U_1613,C_682189,684,244,3.0
U_1626,C_682141,45,554,2.97
U_1626,C_697422,45,197,2.34
U_1626,C_681470,45,766,1.92
U_1635,C_697034,685,12,2.97
U_1635,C_676683,685,11,2.91
U_1639,C_781494,686,164,2.97
U_1684,C_676913,251,75,2.88
U_1691,C_707363,468,1242,2.97
U_1691,C_697068,468,24,2.88
U_1735,C_676900,398,1127,3.0
U_1735,C_735385,398,501,2.97
U_1755,C_674923,470,454,2.94
U_1758,C_677102,36,900,2.76
U_1758,C_677249,36,62,2.55
U_1758,C_697026,36,134,2.25
U_1758,C_735143,36,379,2.19
U_1758,C_697191,36,327,1.83
U_1819,C_2203228,185,888,2.73
U_1826,C_697069,46,72,2.97
U_1826,C_682458,46,41,2.67
U_1826,C_837735,46,440,2.55
U_1826,C_682427,46,270,2.37
U_1826,C_735129,46,378,2.1
U_1826,C_677038,46,98,1.8
U_1965,C_697018,1187,42,2.97
U_2023,C_697381,1190,81,3.0
U_2059,C_697039,159,92,2.55
U_2157,C_676932,476,4,2.97
U_2157,C_676676,476,47,2.94
U_2300,C_948419,352,150,2.97
U_2301,C_854839,905,50,2.97
U_2325,C_697039,30,92,2.76
U_2325,C_696647,30,674,2.67
U_2325,C_697176,30,227,2.19
U_2325,C_697149,30,68,2.16
U_2325,C_697293,30,27,2.04
U_2325,C_680961,30,265,1.5
U_2341,C_854866,1218,71,3.0
U_2434,C_1792250,912,346,2.97
U_2452,C_677070,100,458,2.79
U_2452,C_697034,100,12,2.67
U_2452,C_682473,100,245,2.55
U_2506,C_682195,720,217,3.0
U_2506,C_697034,720,12,2.97
U_2506,C_1428968,720,14,2.94
U_2545,C_682672,412,569,2.91
U_2545,C_934535,412,339,2.85
U_2617,C_735164,228,329,3.0
U_2617,C_1552662,228,186,2.85
U_2617,C_1797904,228,189,2.79
U_2628,C_696911,1262,33,2.97
U_2659,C_943223,1270,281,2.97
U_2704,C_694136,484,15,2.97
U_2704,C_677045,484,76,2.85
U_2730,C_674950,65,894,2.76
U_2730,C_697766,65,1240,2.28
U_2730,C_696908,65,44,2.1
U_2744,C_1755888,607,1076,2.88
U_2747,C_1428968,1280,14,3.0
U_2747,C_629559,1280,8,2.97
U_2808,C_696689,945,577,2.97
U_2826,C_697821,947,13,2.97
U_2834,C_696994,740,0,2.91
U_3007,C_697038,961,297,3.0
U_3084,C_697034,747,12,2.94
U_3112,C_735342,19,39,2.94
U_3112,C_697087,19,225,2.79
U_3112,C_948049,19,853,2.61
U_3112,C_1410386,19,1333,2.22
U_3112,C_696911,19,33,1.92
U_3112,C_1795810,19,124,1.77
U_3112,C_866756,19,66,1.62
U_3112,C_1997524,19,625,1.32
U_3167,C_694143,416,133,2.97
U_3212,C_857823,163,601,2.88
U_3212,C_680933,163,77,2.61
U_3213,C_908991,418,605,2.82
U_3217,C_676676,101,47,2.7
U_3217,C_697236,101,26,2.52
U_3217,C_697069,101,72,2.46
U_3217,C_746985,101,276,2.37
U_3403,C_681066,31,1515,2.49
U_3403,C_825832,31,1027,1.53
U_3428,C_948408,136,206,2.94
U_3428,C_735361,136,1253,2.91
U_3428,C_922865,136,847,2.88
U_3428,C_676696,136,404,2.55
U_3428,C_735175,136,380,2.49
U_3446,C_677130,43,129,2.64
U_3446,C_696955,43,584,2.61
U_3446,C_696999,43,805,2.58
U_3446,C_697117,43,65,2.49
U_3446,C_948408,43,206,2.19
U_3446,C_682358,43,775,2.13
U_3450,C_947249,421,1051,2.85
U_3450,C_682435,421,1182,2.82
U_3478,C_677049,504,36,3.0
U_3478,C_677042,504,352,2.88
U_3479,C_681488,988,653,2.94
U_3498,C_1756063,623,208,2.94
U_3509,C_677077,44,408,2.82
U_3509,C_735122,44,698,2.79
U_3509,C_697284,44,686,2.73
U_3509,C_681688,44,768,2.7
U_3509,C_682269,44,773,2.61
U_3509,C_909099,44,515,2.46
U_3509,C_697415,44,112,2.37
U_3509,C_681083,44,648,1.8
U_3585,C_697381,767,81,2.94
U_3603,C_735214,628,86,3.0
U_3603,C_680759,628,91,2.91
U_3608,C_854855,510,137,2.97
U_3608,C_676683,510,11,2.94
U_3608,C_674920,510,10,2.91
U_3608,C_696724,510,16,2.85
U_3633,C_677249,770,62,2.97
U_3652,C_696860,61,1214,2.91
U_3652,C_696798,61,1210,2.25
U_3652,C_707087,61,1636,2.19
U_3717,C_734011,122,85,2.79
U_3717,C_707081,122,17,2.49
U_3744,C_680860,1381,643,3.0
U_3763,C_677014,1384,315,2.97
U_3851,C_682189,779,244,2.91
U_3865,C_696987,637,972,2.91
U_3865,C_696994,637,0,2.88
U_3866,C_697381,180,81,2.91
U_3866,C_676996,180,259,2.61
U_3935,C_735123,1020,1249,2.97
U_3936,C_922850,182,107,2.76
U_4043,C_696994,374,0,3.0
U_4117,C_680731,123,354,2.61
U_4117,C_707081,123,17,2.43
U_4136,C_746985,1410,276,2.97
U_4178,C_696700,1412,3,3.0
U_4207,C_734049,785,695,3.0
U_4232,C_681735,642,1547,2.97
U_4235,C_674903,269,18,2.91
U_4235,C_697130,269,38,2.88
U_4235,C_676932,269,4,2.79
U_4243,C_696956,95,425,2.82
U_4243,C_697381,95,81,2.79
U_4243,C_697117,95,65,2.73
U_4367,C_735214,155,86,3.0
U_4367,C_854839,155,50,2.97
U_4367,C_682388,155,778,2.67
U_4367,C_680803,155,355,2.55
U_4367,C_696968,155,25,2.52
U_4371,C_947147,1023,1306,3.0
U_4381,C_676969,156,90,2.64
U_4430,C_682137,1026,416,2.94
U_4491,C_696994,786,0,2.85
U_4576,C_677249,1028,62,3.0
U_4672,C_697032,1418,45,3.0
U_4728,C_696700,124,3,2.97
U_4728,C_697179,124,812,2.91
U_4728,C_707038,124,114,2.82
U_4728,C_697236,124,26,2.7
U_4728,C_676917,124,314,2.67
U_4728,C_1825107,124,283,2.43
U_4790,C_746997,789,48,2.94
U_4844,C_696555,520,221,2.85
U_4847,C_1732839,169,187,2.7
U_4847,C_681027,169,759,2.67
U_4865,C_854832,1031,87,2.94
U_4898,C_697025,138,103,2.85
U_4898,C_1776290,138,1392,2.49
U_4908,C_735031,29,696,2.55
U_4908,C_674938,29,211,2.43
U_4908,C_697236,29,26,2.4
U_4908,C_677031,29,118,1.83
U_4908,C_696800,29,176,1.47
U_4908,C_948251,29,1056,1.41
U_4927,C_677159,791,100,2.94
U_4992,C_682586,139,132,2.88
U_4992,C_789278,139,277,2.82
U_5034,C_707119,140,70,2.97
U_5034,C_697041,140,1224,2.67
U_5034,C_1527362,140,615,2.55
U_5065,C_707031,270,6,3.0
U_5065,C_934526,270,205,2.88
U_5065,C_677030,270,406,2.73
U_5176,C_681452,438,358,2.79
U_5187,C_873864,1032,53,3.0
U_5213,C_735343,87,1252,2.64
U_5220,C_676696,333,404,2.85
U_5257,C_747064,439,202,3.0
U_5362,C_680745,523,54,2.94
U_5375,C_680836,1035,241,3.0
U_5383,C_1808023,103,1090,2.73
U_5400,C_676648,194,349,2.97
U_5424,C_866164,310,235,2.85
U_5431,C_696740,377,63,3.0
U_5431,C_676656,377,88,2.79
U_5451,C_681655,1036,101,2.97
U_5451,C_696928,1036,178,2.94
U_5467,C_680929,798,1508,2.94
U_5485,C_696994,334,0,3.0
U_5485,C_1903985,334,29,2.82
U_5485,C_735364,334,251,2.79
U_5551,C_830571,440,1281,3.0
U_5551,C_830572,440,1693,2.91
U_5625,C_1806527,1431,116,3.0
U_5631,C_735079,799,1246,2.94
U_5632,C_808534,1432,829,3.0
U_5686,C_735241,311,201,2.94
U_5686,C_696601,311,1204,2.88
U_5720,C_677018,801,742,2.97
U_5872,C_799796,525,43,2.97
U_5879,C_696908,1434,44,2.97
U_5892,C_948411,271,138,2.88
U_5897,C_697791,272,2,2.82
U_5897,C_682170,272,417,2.76
U_5930,C_769273,273,1269,2.94
U_5930,C_696899,273,248,2.7
U_5947,C_680759,526,91,2.97
U_5973,C_697117,59,65,2.67
U_5973,C_696841,59,67,2.61
U_5973,C_680933,59,77,2.58
U_5973,C_948411,59,138,2.34
U_5973,C_680752,59,262,2.13
U_5973,C_1748240,59,188,2.1
U_6120,C_707127,69,163,3.0
U_6120,C_680916,69,917,2.97
U_6120,C_676913,69,75,2.79
U_6120,C_680933,69,77,2.52
U_6120,C_681045,69,472,2.4
U_6120,C_680860,69,643,2.25
U_6137,C_677129,644,260,2.94
U_6141,C_784155,274,1676,3.0
U_6141,C_697208,274,159,2.94
U_6141,C_734011,274,85,2.82
U_6141,C_749807,274,504,2.79
U_6187,C_696700,1042,3,2.94
U_6203,C_681663,141,767,2.85
U_6203,C_696908,141,44,2.64
U_6203,C_629559,141,8,2.46
U_6286,C_697395,55,229,2.82
U_6286,C_696800,55,176,2.79
U_6286,C_681453,55,652,2.73
U_6286,C_735131,55,1654,2.7
U_6286,C_696841,55,67,2.67
U_6286,C_756747,55,437,2.52
U_6286,C_1794464,55,9,2.43
U_6286,C_735336,55,1661,2.22
U_6286,C_1842789,55,1097,1.98
U_6355,C_696908,379,44,2.88
U_6355,C_676683,379,11,2.82
U_6368,C_866164,645,235,2.88
U_6396,C_676885,442,1125,2.85
U_6409,C_782490,443,82,2.97
U_6531,C_823300,532,1026,2.85
U_6592,C_681682,647,415,2.94
U_6592,C_696746,647,119,2.91
U_6615,C_676915,335,258,2.97
U_6615,C_677004,335,351,2.85
U_6615,C_917311,335,714,2.76
U_6751,C_735244,803,299,2.97
U_6799,C_680986,170,1145,2.97
U_6799,C_697145,170,682,2.91
U_6799,C_680881,170,356,2.79
U_6806,C_830572,70,1693,2.85
U_6806,C_674950,70,894,2.55
U_6883,C_707119,533,70,2.85
U_6890,C_1794464,1445,9,2.97
U_6948,C_697184,195,684,2.82
U_6948,C_677140,195,1494,2.64
U_6980,C_707025,239,147,2.88
U_7010,C_697006,444,585,2.82
U_7056,C_681679,240,1545,2.91
U_7056,C_680961,240,265,2.85
U_7056,C_697188,240,34,2.76
U_7099,C_936973,536,303,2.94
U_7277,C_682469,23,319,2.85
U_7277,C_948409,23,96,2.31
U_7277,C_680733,23,637,1.8
U_7277,C_948411,23,138,1.56
U_7277,C_948419,23,150,1.26
U_7277,C_948412,23,183,1.14
U_7312,C_681745,241,939,2.64
U_7382,C_681255,806,109,2.97
U_7460,C_674920,142,10,2.79
U_7460,C_676648,142,349,2.64
U_7491,C_696994,1454,0,3.0
U_7529,C_735351,380,7,2.91
U_7650,C_677019,15,127,2.91
U_7650,C_696821,15,323,2.88
U_7650,C_890125,15,1036,2.82
U_7650,C_676635,15,311,2.55
U_7650,C_681578,15,1538,1.83
U_7650,C_680931,15,413,1.8
U_7650,C_707107,15,994,1.77
U_7650,C_696980,15,195,1.56
U_7650,C_707081,15,17,1.47
U_7650,C_697063,15,680,1.2
U_7650,C_676937,15,30,1.0
U_7650,C_677150,15,410,1.0
U_7650,C_696543,15,572,1.0
U_7650,C_1748240,15,188,1.0
U_7667,C_905197,649,1037,3.0
U_7667,C_697073,649,493,2.91
U_7747,C_1691397,650,1342,2.88
U_7784,C_682141,1460,554,3.0
U_7825,C_682222,445,78,2.97
U_7957,C_696554,143,56,2.73
U_7957,C_782490,143,82,2.55
U_8007,C_881478,1466,302,3.0
U_8014,C_696994,276,0,2.91
U_8018,C_697027,537,157,3.0
U_8018,C_782555,537,136,2.94
U_8019,C_707384,76,693,3.0
U_8019,C_735157,76,28,2.97
U_8019,C_747273,76,1665,2.25
U_8025,C_697797,183,69,2.82
U_8025,C_681678,183,143,2.67
U_8025,C_934535,183,339,2.58
U_8046,C_680936,277,919,2.85
U_8090,C_676651,654,97,2.91
U_8220,C_696988,56,677,2.97
U_8220,C_677095,56,128,2.73
U_8220,C_696709,56,487,2.46
U_8220,C_931250,56,444,2.43
U_8269,C_907965,1469,841,3.0
U_8401,C_697236,215,26,3.0
U_8401,C_749769,215,148,2.94
U_8401,C_707031,215,6,2.79
U_8635,C_696586,658,573,2.88
U_8659,C_697130,196,38,2.76
U_8659,C_676907,196,313,2.67
U_8659,C_697374,196,80,2.64
U_8668,C_879040,811,21,2.91
U_8672,C_682530,1471,1186,3.0
U_8702,C_677097,812,409,2.94
U_8743,C_697748,381,73,3.0
U_8743,C_948417,381,140,2.97
U_8743,C_734054,381,273,2.91
U_8818,C_680777,111,142,3.0
U_8846,C_682184,243,476,2.91
U_8846,C_696827,243,580,2.82
U_8872,C_696789,1060,489,2.94
U_8873,C_781494,813,164,2.94
U_8874,C_1428968,1474,14,3.0
U_8960,C_697130,1061,38,3.0
U_9006,C_682610,77,219,2.94
U_9006,C_735102,77,697,2.55
U_9006,C_697170,77,983,2.49
U_9006,C_947149,77,393,2.34
U_9009,C_943255,1477,236,2.97
U_9012,C_682320,1063,418,3.0
U_9266,C_887103,1066,336,3.0
U_9278,C_697145,1481,682,2.97
U_9352,C_696928,1484,178,2.97
U_9561,C_697018,816,42,2.97
U_9570,C_948209,817,74,2.91
U_9576,C_696994,1068,0,3.0
U_9711,C_1748240,1489,188,3.0
U_9719,C_696954,130,121,2.94
U_9719,C_707037,130,113,2.79
U_9719,C_676661,130,255,2.67
U_9726,C_1767316,1491,620,2.97
U_9752,C_697313,338,590,2.97
U_9787,C_697166,1072,226,2.97
U_9829,C_747056,1074,383,2.94
U_9942,C_707031,660,6,2.91
U_9967,C_680752,131,262,2.79
U_9978,C_949540,539,207,2.85
U_10007,C_629559,820,8,2.97
U_10252,C_1904668,661,882,2.91
U_10260,C_955163,184,20,2.82
U_10260,C_697166,184,226,2.7
U_10309,C_682485,97,55,2.64
U_10309,C_696687,97,294,2.52
U_10309,C_808526,97,254,2.43
U_10323,C_696543,662,572,2.97
U_10323,C_676642,662,125,2.91
U_10357,C_629559,544,8,3.0
U_10357,C_696994,544,0,2.97
U_10364,C_682155,383,362,2.82
U_10368,C_1428968,81,14,2.88
U_10368,C_676953,81,117,2.4
U_10431,C_681080,384,1152,3.0
U_10513,C_696700,385,3,2.94
U_10513,C_883345,385,1,2.85
U_10525,C_948412,339,183,2.97
U_10525,C_697087,339,225,2.94
U_10525,C_799800,339,95,2.79
U_10537,C_1886678,245,1417,2.79
U_10557,C_780629,1087,253,3.0
U_10571,C_948423,1088,343,2.97
U_10577,C_682742,545,421,2.97
U_10669,C_1811867,171,1092,2.97
U_10682,C_681255,82,109,2.49
U_10682,C_934528,82,280,2.19
U_10721,C_696897,546,224,3.0
U_10721,C_682222,546,78,2.97
U_10721,C_697706,546,1633,2.94
U_10845,C_696679,827,5,2.94
U_11024,C_883345,218,1,2.91
U_11071,C_682586,387,132,2.94
U_11071,C_674910,387,210,2.82
U_11090,C_682170,219,417,2.97
U_11090,C_943250,219,83,2.94
U_11090,C_948408,219,206,2.88
U_11100,C_697075,547,104,3.0
U_11100,C_680759,547,91,2.94
U_11170,C_770738,340,19,2.97
U_11170,C_697821,340,13,2.85
U_11170,C_696917,340,1217,2.82
U_11187,C_734011,665,85,2.94
U_11187,C_697797,665,69,2.91
U_11203,C_735241,144,201,2.88
U_11203,C_696692,144,295,2.85
U_11377,C_1428968,549,14,2.88
U_11392,C_1552662,1098,186,3.0
U_11406,C_696554,666,56,2.94
U_11560,C_680762,132,37,2.88
U_11667,C_788547,133,1021,2.76
U_11667,C_883345,133,1,2.7
U_11667,C_682222,133,78,2.67
U_11667,C_676932,133,4,2.55
U_11685,C_696746,667,119,2.97
U_11685,C_734054,667,273,2.91
U_11725,C_696994,197,0,2.91
U_11725,C_770738,197,19,2.7
U_11725,C_1912519,197,401,2.67
U_11731,C_629514,0,1482,3.0
U_11731,C_676695,0,403,2.76
U_11731,C_696835,0,247,2.58
U_11731,C_781445,0,1270,2.37
U_11731,C_801420,0,59,2.07
U_11731,C_808526,0,254,1.65
U_11731,C_735214,0,86,1.59
U_11731,C_697072,0,587,1.56
U_11731,C_679390,0,190,1.38
U_11731,C_707456,0,231,1.32
U_11731,C_786471,0,827,1.11
U_11731,C_680937,0,544,1.0
U_11731,C_676697,0,350,1.0
U_11731,C_680980,0,1144,1.0
U_11731,C_758183,0,1671,1.0
U_11731,C_735157,0,28,1.0
U_11731,C_707025,0,147,1.0
U_11731,C_845674,0,334,1.0
U_11731,C_696826,0,177,1.0
U_11731,C_697091,0,79,1.0
U_11731,C_735143,0,379,1.0
U_11731,C_680993,0,546,1.0
U_11731,C_697130,0,38,1.0
U_11731,C_697001,0,1616,1.0
U_11731,C_677047,0,153,1.0
U_11731,C_674910,0,210,1.0
U_11731,C_696729,0,156,1.0
U_11731,C_697027,0,157,1.0
U_11731,C_680941,0,1509,1.0
U_11731,C_685664,0,485,1.0
U_11731,C_680879,0,645,1.0
U_11731,C_696923,0,490,1.0
U_11731,C_680936,0,919,1.0
U_11731,C_808529,0,1278,1.0
U_11731,C_879050,0,1034,1.0
U_11731,C_680733,0,637,1.0
U_11731,C_676682,0,630,1.0
U_11731,C_707081,0,17,1.0
U_11731,C_931252,0,1714,1.0
U_11731,C_697023,0,977,1.0
U_11731,C_696917,0,1217,1.0
U_11731,C_682184,0,476,1.0
U_11731,C_682308,0,268,1.0
U_11731,C_782490,0,82,1.0
U_11731,C_680728,0,1499,1.0
U_11731,C_696993,0,492,1.0
U_11731,C_676932,0,4,1.0
U_11731,C_680890,0,915,1.0
U_11731,C_697825,0,815,1.0
U_11731,C_682345,0,130,1.0
U_11731,C_881397,0,1292,1.0
U_11731,C_676913,0,75,1.0
U_11731,C_696918,0,249,1.0
U_11731,C_948092,0,610,1.0
U_11731,C_948235,0,448,1.0
U_11731,C_907949,0,1704,1.0
U_11731,C_746983,0,1258,1.0
U_11731,C_681671,0,266,1.0
U_11731,C_696928,0,178,1.0
U_11731,C_948417,0,140,1.0
U_11731,C_948408,0,206,1.0
U_11731,C_1641647,0,728,1.0
U_11731,C_948269,0,449,1.0
U_11731,C_948113,0,855,1.0
U_11731,C_936945,0,517,1.0
U_11731,C_1718815,0,151,1.0
U_11731,C_936913,0,181,1.0
U_11731,C_1428968,0,14,1.0
U_11731,C_735175,0,380,1.0
U_11731,C_948038,0,394,1.0
U_11731,C_1755912,0,618,1.0
U_11731,C_676975,0,635,1.0
U_11731,C_682620,0,368,1.0
U_11731,C_696614,0,962,1.0
U_11731,C_680764,0,1500,1.0
U_11731,C_681100,0,549,1.0
U_11731,C_1123848,0,1058,1.0
U_11731,C_830569,0,1280,1.0
U_11731,C_676642,0,125,1.0
U_11731,C_696972,0,179,1.0
U_11731,C_677031,0,118,1.0
U_11731,C_735405,0,40,1.0
U_11731,C_1691144,0,1341,1.0
U_11731,C_1073350,0,1332,1.0
U_11731,C_791822,0,1274,1.0
U_11731,C_936983,0,1046,1.0
U_11731,C_697068,0,24,1.0
U_11731,C_697147,0,1230,1.0
U_11731,C_947253,0,237,1.0
U_11731,C_797404,0,1275,1.0
U_11731,C_766203,0,332,1.0
U_11731,C_1741554,0,524,1.0
U_11731,C_825822,0,1690,1.0
U_11731,C_682636,0,666,1.0
U_11731,C_948210,0,1321,1.0
U_11731,C_1714443,0,730,1.0
U_11731,C_697748,0,73,1.0
U_11731,C_680845,0,541,1.0
U_11731,C_1724291,0,865,1.0
U_11731,C_1779421,0,1087,1.0
U_11731,C_681730,0,1163,1.0
U_11731,C_1824924,0,1410,1.0
U_11731,C_1748240,0,188,1.0
U_11731,C_1527362,0,615,1.0
U_11731,C_677038,0,98,1.0
U_11731,C_682512,0,365,1.0
U_11731,C_680731,0,354,1.0
U_11731,C_1903976,0,881,1.0
U_11731,C_674937,0,739,1.0
U_11731,C_735385,0,501,1.0
U_11731,C_677176,0,1131,1.0
U_11731,C_680714,0,906,1.0
U_11731,C_697050,0,809,1.0
U_11731,C_934535,0,339,1.0
U_11731,C_682224,0,556,1.0
U_11731,C_681076,0,547,1.0
U_11731,C_677130,0,129,1.0
U_11731,C_681008,0,924,1.0
U_11731,C_2111790,0,1444,1.0
U_11731,C_680877,0,1136,1.0
U_11731,C_948488,0,1760,1.0
U_11731,C_696911,0,33,1.0
U_11731,C_2095102,0,1112,1.0
U_11731,C_681715,0,655,1.0
U_11731,C_1434547,0,862,1.0
U_11731,C_2009301,0,1438,1.0
U_11731,C_696999,0,805,1.0
U_11731,C_1886668,0,1099,1.0
U_11731,C_2281492,0,1466,1.0
U_11731,C_2203212,0,1449,1.0
U_11731,C_948426,0,1330,1.0
U_11731,C_682145,0,1165,1.0
U_11731,C_2302877,0,892,1.0
U_11731,C_681414,0,216,1.0
U_11731,C_2335763,0,738,1.0
