course_id,learn_count,avg_preference,course_name,category,teacher,description
C_681400,4,2.798,钢结构设计,未标注,MOOCCubeX,《钢结构设计》
C_873858,4,2.798,固体物理导论,未标注,MOOCCubeX,固体物理学是物理、电子、材料等专业一们必修的课程，对激光器、晶体管、超大规模集成电路和光路曾起到了理论的支持作用，同时对新材料的发展起到积极作用。在各个时期，固体物理学都为社会的进步、人类的发展做出了贡献。希望学完这门课程的你们，也能在历史进程中记上浓墨重彩的一笔。
C_680719,4,2.768,中国电影艺术简史,未标注,MOOCCubeX,本课讲授中国电影史及几种电影形态（旧市民电影、新市民电影、左翼电影、国粹电影、国防电影），课程设计将文本与视频相结合，有完整个案读解，又有片段介绍，使学生整体掌握中国电影史并对电影艺术有直观的认识。
C_680835,4,2.753,土力学,地质学,MOOCCubeX,土力学是运用力学和土工试验技术来研究土的工程性质，以及土在荷载、水、温度等作用下的应力、应变、强度和稳定性等的一门学科。作为一门专业课程，它在建筑物地基、路堤、隧道、地铁、边坡稳定等方面都有重要应用。
C_680919,4,2.738,教＆学微辞典,教育学,MOOCCubeX,本系列微课旨在为高校教师提供一线教师所需要的有用的、操作性较强的课程与教学方面的知识。
C_1864381,4,2.738,时空大数据分析和挖掘实战,未标注,MOOCCubeX,本课程内容围绕滴滴等打车平台产生的网约车订单轨迹数据，对数据进行分析挖掘，以实例讲解滴滴等打车平台如何给用户和司机匹配订单，以及各类地图导航软件如何预测出行时间。
C_697556,4,2.738,高职实用综合英语,未标注,MOOCCubeX,想在今后的工作和社会交往中有效地用英语进行沟通吗？想轻松通过AB级考试吗？想用英语讲好中国故事吗？您想要的本门课程都有，欢迎选择本课程！
C_681737,4,2.73,服装电脑辅助设计,未标注,MOOCCubeX,该课程是服装专业的必修专业核心课程，能使学员快速熟练操作Photoshop CS6及CorelDRAW X4的软件，并能掌握使用软件进行修改图片、绘制服装效果图、配饰效果图、服装款式图、服装款式及效果变化等服装设计师及相关岗位的必备技能。
C_1761372,4,2.715,New course mode in e-era,未标注,MOOCCubeX,"Learn what online education is, explore the development trends of online education, and find ways to solve problems existing in online education."
C_697107,4,2.715,运筹学,未标注,MOOCCubeX,运筹学是管理类学科的重要专业基础课，用定量分析的方法，追求整体优化的目标，为科学管理提供重要的理论和方法，为管理决策提供科学依据。本课程着重讲解了线性规划，对偶理论，目标规划，动态规划，图论等分支的基本原理和方法，引导同学用运筹学知识定量分析与解决实际问题，并具有进一步深入学习的兴趣和能力。
C_694156,4,2.715,数据结构与算法,未标注,MOOCCubeX,《数据结构与算法》主要讨论抽象数据关系和算法在计算机中的表示与实现，具体包括线性表、栈、队列、树、图、查找和排序六个知识模块。
C_707089,4,2.715,中国民俗文化赏析,未标注,MOOCCubeX,系统分析中国各类民俗事象的产生、发展与变迁，深入解读中国民俗文化的特色及其在社会生活中的广泛影响，更懂我们的民族和国家，更好地保护、传承和弘扬民族传统文化，在坚定文化自信的同时更加坚定理论自信、道路自信和制度自信。
C_735310,4,2.708,材料力学,未标注,MOOCCubeX,《材料力学》是工科大学生的一门重要的技术基础课，是基础课和专业课之间桥梁。以数学的基本概念、严格的逻辑、和基于实验现象的基本假设研究力学问题。材料力学既是机械原理、机械设计、结构力学、弹塑性力学等后续课程的基础，还能直接应用于机械、能源动力、建筑、海洋、航空航天、安全等工程领域解决实际问题。
C_680992,4,2.67,网络综合布线,计算机科学与技术,MOOCCubeX,网络综合布线课程旨在提高学生综合布线施工技术，加深对综合布线规范的理解，掌握综合布线工程的设计方法，熟悉综合布线工程中设计、施工、工程管理、测试验收各环节的技术要素，并通过实践，使学生能综合运用网络知识，对网络传输设备的使用和配置，布线系统的构成及设计等涉及综合布线系统的知识有一个全面的了解，并对计算机网络的建设、网络安全、资源共享等计算机网络方面的知识有一个具体的认识。
C_759048,4,2.663,走近核科学技术,未标注,MOOCCubeX,核电、核武器、核动力、核辐射……民众有必要谈“核”色变吗？核科学技术到底是“魔鬼”还是“天使”？本课程从科普的角度分三个部分（核科学技术的历史沿革、核科学技术的重要作用以及核科学技术与辐射安全），深入浅出地介绍核科学技术的基本知识，还原核科学技术发展的历史真相，揭开它神秘的面纱，探索它的神奇奥秘，感受它在国家安全、创新前沿、百姓平安、清洁能源、绿水青山乃至整个国民经济建设中的重要作用，力求使更多的人了解核知识，理性客观地看待核科学技术，理解并支持核科技事业。
C_681532,4,2.663,王者荣耀荆轲之模型到游戏开发,未标注,MOOCCubeX,本课程旨在王者荣耀荆轲角色的从模型到游戏开发的制作全流程，本课程共分为两部分：模型以及游戏开发。本课程主要采取边实操边讲解的形式讲解，模型部分简述前期制作过程中的模型部分，在游戏产品生产环节中的作用及要求，利用游戏中的角色模型为例，为没有相关软件基础和经验的朋友讲解，Makehuman，Maya等模型制作软件的简单操作和制作模型的技术方法；开发部分主要讲解了王者荣耀游戏中荆轲角色的控制原理，荆轲角色的模型动作的导入注意事项，荆轲角色的制作和蓝图动画的制作，实现了美术模型和动作在UE4中的实现，让大家了解了王者荣耀的荆轲从模型到游戏开发的制作全流程。
C_735251,4,2.662,新闻摄影,未标注,MOOCCubeX,按照新闻摄影的国际规范划分的题材，形成课程的内容结构。各单元聚焦不同的题材内容，针对经典的新闻摄影作品特点及其作者背后的故事、技术要素、拍摄思维、寓意内涵、历史价值、人文情怀、社会影响等，进行全面赏析和深入点评。
C_681007,4,2.662,第二语言习得 (英文版),未标注,MOOCCubeX,"This MOOC course will give students a comprehensive overview of the field of second language acquisition, including the second language acquisition process, various factors affecting second language development, and second language learning and teaching strategies."
C_697064,4,2.648,装饰图案,未标注,MOOCCubeX,装饰图案蕴含着传统文化精神、民族审美品格，涵盖着生活的方方面面，是人类对美恒久不变追求的印证。跟随课程开启发现美、创造美的旅程，掌握装饰图案的文化内涵、艺术形式和创作方法，从而提升审美品味和艺术修养。
C_788547,4,2.625,单片机原理及应用,未标注,MOOCCubeX,在数字化转型的大变革中，每天都会遇到上百片单片机的应用，你想学习一门技能吗？你想为人工智能的到来做点准备吗？本课程为你轻松解决学习单片机知识和技能。今天学的将是明天用的！
C_1214863,4,2.625,奇安信认证网络安全工程师前置课程,未标注,MOOCCubeX,《网络安全精品课》是信息安全行业的入门课程，也是奇安信网络安全工程师认证的基本课程，学习本课程可以掌握办公网安全相关的理论知识，为胜任企业办公网安全工作打下理论基础。
C_735094,4,2.618,诺言——成为自己，是任何课之前的必修课,未标注,MOOCCubeX,每一个灵魂都自带光芒，和我一起与未知的自己相遇！
C_696628,4,2.61,跨境电商实务,未标注,MOOCCubeX,本课程以完成真实任务为落脚点，以真实项目为载体，融“教、学、做、考、创业”为一体，强调对跨境电商专员各操作环节能力的训练。
C_707365,4,2.61,德国历史十二讲,历史学,MOOCCubeX,本课程内容深入浅出、纵贯德国千余年历史，通古今之变；同时，又具有道德立场和批判精神，使得德国史课程充实生动、启人深思。主讲人孙立新教授，曾就读于德国美因兹大学和奥格斯堡大学，获得德国哲学博士学位，是我国著名的德国史专家，曾近距离观察德国和亲历1990年两德统一等重大历史事件。
C_681696,4,2.603,英语政论,外国语言文学,MOOCCubeX,《英语政论》是一门专业英语课，旨在通过批判性阅读国际事务领域学术文章提升英语综合运用能力。课程框架为阅读技能讲解+专业知识介绍+批判思维训练三位一体。课程难度适合大学高年级本科生和低年级硕士研究生，专业不限。
C_798690,4,2.58,东北亚安全局势,未标注,MOOCCubeX,"""以电视评论的视角洞察世界，龙江名师“共享课堂”演绎无硝烟的战场，朝鲜拥核弃核为哪般？美国战略东移剑指何方？""""一带一路""""将最终破解迷局。登珍宝岛50年前中苏战场，看中朝鸭绿江被炸断桥，访珲春防川一眼望三国，探虎头要塞二战最后终结地，在“黑瞎子岛”升国旗，尽在《东北亚安全局势》。"
C_696817,4,2.565,工程热力学（下）,动力工程及工程热物理,MOOCCubeX,        这是一门研究热能与机械能相互转换以及热能有效利用充满生机的经典学科。无论你是初次接触还是为了温故知新，相信你都将获益匪浅。
C_907948,4,2.565,摄影摄像艺术,未标注,MOOCCubeX,摄影摄像艺术是人类欣赏这个多彩世界的另外一个视角
C_879074,4,2.55,基础会计,未标注,MOOCCubeX,《基础会计》是会计专业、审计专业、财务管理专业、会计信息管理专业及相关财经类专业的专业必修课。通过学习该课程，使学生具备从事会计工作的基本知识、基本技能和操作能力。
C_837690,4,2.543,低频电子线路,未标注,MOOCCubeX,本课程重点讲述有源器件（二极管、双极型三极管、场效应管）的工作原理及交直流模型，基本的电路分析方法，基本放大电路组成原理，反馈对放大器中反馈类型判别及性能分析，集成运算放大器及其应用电路。
C_1904668,4,2.528,Tsinghua Global Summer School 2020,未标注,MOOCCubeX,"Tsinghua’s first-ever virtual summer school, Toward a Post-pandemic World, will offer global leaders of tomorrow a unique interdisciplinary platform to be immersed and inspired."
C_931248,4,2.505,电力电子技术,未标注,MOOCCubeX,“电力电子技术”是20世纪60年代诞生和发展的一门崭新技术，它是由电力学、电子学和控制理论三个学科交叉而形成的。电力电子技术的应用范围十分广泛，它不仅用于一般工业，也广泛用于交通运输、电力系统、通信系统、计算机系统、新能源发电等，在照明、空调等家用电器及其他领域中也有着广泛的应用。
C_682309,4,2.498,IC设计与方法,未标注,MOOCCubeX,本课程旨在使学生对于IC设计的技术及流程建立完整的概念，学习IC设计的方法， 掌握IC设计的工具。通过该课程的学习及实验，培养IC设计的实际动手能力。
C_735308,4,2.478,企业管理仿真实训,管理科学与工程,MOOCCubeX,本课程授课时间共计10天，历时2周，每周从周一开始到周五结束，每天8:30至15:40，周六、周日休息，内容包括手工实训和信息化实训两个阶段。《企业管理仿真实训》课程制定了“以团队考评为主、个人考评为辅”的成绩考评体系，在考评中注重过程考核与结果考核相结合，教师考核与学生考核相结合
C_948114,4,2.478,轮机概论,未标注,MOOCCubeX,海运强国犹赖船舶，船舶运行犹赖轮机。船舶动力来自哪里，安全如何保证，货物如何运转，环保如何达成…… 这都离不开轮机；商船为什么叫“轮船”，表示航速快慢为什么用“节”，汽车坏在路上了为什么叫“抛锚”…… 我来告诉你答案。船舶轮机庞大而神秘，既关乎国家战略又切近日常生活，让我们一起来揭开它神秘的面纱……
C_917306,4,2.475,国际经济学,未标注,MOOCCubeX,不懂国际经济学，如何看清世界。
C_1761386,4,2.468,Introduction to Psychology,未标注,MOOCCubeX,Explore psychological research to understand basic theories and methods of scientific psychology with a strong focus on positive psychology.
C_696581,4,2.468,英语语音,未标注,MOOCCubeX,语音是英语学习中最为直观又是最为困难的一环，充满浓浓中国味的发音是广大英语学习者的痛点。本课程将全方位详解英语发音技巧及韵律知识，帮助学习者对抗浓重中国味，治愈发音硬伤，打造自然地道的英语发音，悠扬洒脱的英语语调。
C_696614,4,2.463,Android应用开发基础,未标注,MOOCCubeX,你是否渴望进入移动互联网开发行业，看到一本本安卓书籍却无从下手！你是否憧憬能够快速开发App，却因案例实践不够，无法入门？现在，就让我们与有着丰富企业开发经验的赖红老师一起，通过案例依次学习Android基本语法和常见组件，通过实例学习Android四大组件和网络框架，最终快速学习如何制作App；
C_735091,4,2.455,科技笔译工作坊,未标注,MOOCCubeX,本课程以翻译能力发展为中心，以过程为导向，由理论到实践，分层次逐步呈现翻译基础理论和实践活动，借助与市场接轨多样化语篇文本解密翻译奥秘，培养全面的“翻译意识”和实用的翻译操作能力。
C_680916,4,2.445,中国古代建筑艺术,历史学,MOOCCubeX,建筑是一门艺术，甚至还不只是艺术！中国古代建筑文明影响到了整个亚洲，在世界古代历史上独树一帜，成为东方文明的代表，本课程就带你领略中国古代建筑的艺术！
C_696919,4,2.44,电路与电工实验,未标注,MOOCCubeX,讨论R、L、C等线性元件电路的电压、电流输入输出关系及负载功率，结合实验与仿真对电路分析方法加以应用，培养理工科学生必备的基础电路分析技能。
C_943253,4,2.44,商业计划书模块化制作与演示设计,未标注,MOOCCubeX,对于一个创业者而言，商业计划书是创业者和风险投资沟通的桥梁，也是理清创业思路和未来调整商业计划的蓝本。具备十六年创业教学和实战经验的中国优质创新创业课程团队，将带领您学习商业计划书制作与演示设计的本原理和工具方法，帮助创业者和大学生高效的完成一份优质商业计划书，直接参与各类创业大赛和融资路演。
C_1753434,4,2.438,社会网络分析训练营,未标注,MOOCCubeX,如何快速找到好工作？什么职位升职快？如何提升自己在朋友圈中的影响力？          
C_1940647,4,2.43,财务分析与财务管理,未标注,MOOCCubeX,在《财务分析与决策》这门课中，我们用财务语言解构了企业价值的创造过程，知道了企业的目标是什么，什么是“好”企业。
C_696903,4,2.423,电动力学（下）,物理学,MOOCCubeX,物理本科阶段最难的课！自然界已知四种基本相互作用中与你生活最密切相关且紧密联系科学前沿的电磁作用的经典理论。各种进一步物理理论和应用的基础。
C_947249,4,2.418,外科学,未标注,MOOCCubeX,"       以总论和各论常见病多发病为重点，典型病例讨论，将理论教学与临床实践密切结合起来,培养学生临床思维能力。让学生自主探究式学习，作出诊断和治疗计划，这样使学生主动参与教学全过程，培养学生发现问题、解决问题的能力。"
C_682633,4,2.418,信息技术与教育应用,教育学,MOOCCubeX,跟随信息技术最新应用，体验信息化教学环境，在真实性任务中，掌握信息技术操作，学会创造性的应用信息技术，学会用信息技术变革教与学。
C_697566,4,2.41,机械原理,未标注,MOOCCubeX,机械原理是高等学校机械类专业系列技术基础课程中的核心课程，东北大学的机械原理已经具有二十多年的优秀课程称号以及十几年的省级精品课程称号，具有优秀的教师团队。在线课程不受时间和空间的限制，也不受学习对象的限制，机械原理在线课程中的每个讲课视频只有几分钟或十几分钟，方便学生学习；学生可以随时随地与老师或其他学生互动，进行提问，提高学生的学习效果。
C_948140,4,2.408,房地产法,未标注,MOOCCubeX,在我国房地产市场持续高热的背景下，日常生活中房产纠纷的数量不断增加，如何正确处理和解决此类纠纷、维护消费者的合法权益，促进和谐社会的发展是开设本门课程的主要目的。本课程立足于房地产的热点、焦点、难点问题，受众群体广泛，密切关注最新立法动态、注重科学性和严谨性，具有创新性和实用性。
C_682336,4,2.395,计算机程序设计,未标注,MOOCCubeX,本课程基于C++语言讲授结构化程序设计。一个程序语言的语法一般不多，程序设计初学者往往发现虽然记住了很多语法，但写不大程序，也写不对程序，本课程侧重编程能力的同时，专注从问题到计算过程的转换，使编程不再困难。
C_819290,4,2.395,毕业论文写作,未标注,MOOCCubeX,        毕业论文是大学学习生涯之“结”，也是很多大学生的学业之“劫”，其重要性不言而喻。本课程聚焦毕业论文写作的每一个环节，为你消除迷茫、解答疑惑，助你写出优秀的毕业论文。课程对其他群体、其他论文的写作也有借鉴意义。
C_2203228,4,2.388,电网络理论,未标注,MOOCCubeX,《电网络理论》归纳、完善了本科电路理论，并引入部分现代网络理论知识，是电气工程学科硕士研究生的一门重要的专业选修课程。
C_735210,4,2.388,大学物理-电磁学（英文授课）,物理学,MOOCCubeX,物理，探索自然之规律，追求宇宙之真相。我们以英文原版教材为依托，结合国内精品教材，带领大家认识和理解电磁学的基本理论，领略对称和谐的科学之美。全课程英文讲授，中英文双语字幕，便于学习者理解和掌握。
C_707126,4,2.388,综合英语,未标注,MOOCCubeX,综合英语属于大学英语课程，包含语言表达、读写译技能和中国文化英释，对本科生和其他任何对英语学习感兴趣的学习者开放。欣赏英语语言之美，探索英语语言之用，有效运用英语交流，熟练讲述中国文化，培养学生思辨能力和跨文化交际能力，提高综合文化素养。课程已获湖南省精品在线开放课程认定。
C_1704762,4,2.38,2020年公务员联考/省考笔试精讲班,未标注,MOOCCubeX,总课时： 约40小时
C_677168,4,2.38,影视广告设计,未标注,MOOCCubeX,本课程是给广告设计、广播电视等专业学生开设的专业必修课程。
C_697092,4,2.38,3D游戏引擎架构设计基础,未标注,MOOCCubeX,游戏引擎是面向游戏开发者的独立复杂组件。
C_876712,4,2.38,材料成形技术基础,未标注,MOOCCubeX,     国家级精品在线开放课程和国家级线上线下混合式一流课程。  工程材料基本知识及钢的热处理；铸造、锻造和板料冲压、焊接、粉末冶金、塑料、橡胶、陶瓷、复合材料等的成形方法和工艺；零件结构工艺性和毛坯成形方法的选择。    大量的零件和生产现场图片、工艺生产视频、动画、教学案例，帮您轻松学习本课程！
C_697071,4,2.378,理论力学,未标注,MOOCCubeX,         课程按照《理论力学》教材公认的教学体系，分别针对静力学、运动学和动力学三大板块进行了讲解，一共涵盖了学好理论力学课程所必须的最重要而最基础的27个知识要点。
C_697475,4,2.373,高等分离工程,未标注,MOOCCubeX,本课程是化学工程和化学工艺专业中研究分离共性问题的一门学位核心课程，其目的在于反映分离工程的新进展与新水平，进一步揭示化工分离工程过程变化的规律，它是化学工程学科分支的重要组成部分，又与化学工艺节能技术紧密相联系。
C_677241,4,2.365,校园心理学：让每一个学生顺利成长,心理学,MOOCCubeX,本课程在心理学知识的讲解中穿插有大量实践案例，通俗易懂，对于开展学校、班级心理建设有针对性的指导。此外，我们也推荐家长朋友加入学习，对于您更理解孩子的心理状况，加强亲子沟通也会有很大帮助。
C_890125,4,2.365,体育统计学与SPSS案例解析,未标注,MOOCCubeX,        如果你是学生、科学研究者、基层一线经常接触数据和撰写报告的人员，哪怕你从来没有接触过数据分析软件、不懂高深的统计学理论，只属于生活、工作和学习中、迫切需要解决“数据问题”的“菜鸟”，学习该课程，也一样不会觉得吃力，而且一定会大有收获哟！
C_948046,4,2.358,光电检测技术,未标注,MOOCCubeX,本课程将对光电检测进行全景式介绍，以深入浅出的方式引导学生顺利进光电检测领域，养成科研导向的学习思维。具体从原理、技术、系统构成和典型应用等综合的角度出发，对光电检测技术涉及的领域、知识构架、思维方式和学科热点加以全面的阐释和引导。
C_1755846,4,2.355,Introduction to Cancer Biology,未标注,MOOCCubeX,This course is expected to enhance students' understanding of oncology knowledge  and increase their awareness of cancer prevention.
C_909097,4,2.35,奥尔夫音乐教学法,未标注,MOOCCubeX,音乐始于生命开端，伴随于生活。敏感期的学前儿童音乐启蒙尤为重要。《奥尔夫音乐教学法》帮助我们插上想象的翅膀，用故事感受形象、用绘画描述旋律、用声音表达情感、用动作展现曲式；在生动的游戏中学习丰富的音乐知识，在充满好奇心的主动探索中体验、表达音乐。提高音乐素养、挖掘综合潜力在自然、快乐的玩耍中自然达成
C_735149,4,2.35,大学法语,未标注,MOOCCubeX,课程内容涵盖《新理念大学法语》(第一册)，总计8个单元。每周教学内容包括:语音、文化知识、语法、课文理解及课文长难句五个部分。
C_680936,4,2.35,精确制导器术道,未标注,MOOCCubeX,内容包括精确制导武器概述、精确制导技术解析、战场目标与环境讨论、实战检验与实验研究、精确制导发展的思考，使学习者“通关晋级”，提升综合素养。
C_696987,4,2.348,英语演讲,未标注,MOOCCubeX,英语演讲能力是21世纪国际人才必备素质之一。你想知道英语演讲涉及哪些要素吗？你想知道如何增强演讲的可信度和感染力吗？本门课程将带你走入英语演讲的世界，剖析演讲的本质，类型和功用，从而帮助你树立自信并确定最佳演讲策略。
C_696915,4,2.332,高频电子线路,未标注,MOOCCubeX,高频难源于枯燥无味，课程易来自教学合一。欢迎您走进本慕课，领略高频之精华、之妙用。
C_681382,4,2.328,国际商务（英语授课),未标注,MOOCCubeX,本课程是通识课程中的经济类课程，教学的各个环节使用英语。通过学习，学生将学到国际商务知识，开拓国际视野，同时提高英语水平，为学生参与全球化竞争打下基础。
C_797853,4,2.328,民法总则原理拓展,未标注,MOOCCubeX,《民法总则原理拓展》是辽宁省教育厅批准的省级精品资源共享《民法学》的系列课程，是课程小组为拓展和深化法学本科教学内容而录制的创新类课程。课程内容跟进《民法典》的立法进程，结合司法实务问题，综合性强，能为学生的分析能力和综合能力训练提供有效的范例；课程登录技术简便，社会公众可以自主学习。
C_696563,4,2.32,商务礼仪,未标注,MOOCCubeX,课程以企业经营管理人员从事商务活动和人际交往所涉及的礼仪为主线，将课程内容分为10个教学单元，展现商务礼仪知识和大量的实操技能，使学习者以优雅得体的服饰、仪容、仪表和仪态来表现自我，塑造专业的职业形象。通过内外兼修的学习，塑造高贵的形象。
C_682268,4,2.32,物流管理基础,未标注,MOOCCubeX,在“物流与物流系统”模块，我们将学习1~3章的内容：物流的基本概念、物流管理和供应链管理、物流的系统化；
C_677009,4,2.313,大学美育,未标注,MOOCCubeX,美，不仅是抽象的理论，也是感性的欣赏；美，不仅隶属于艺术的王国，也包含了对自然和人生的体验和感悟。让我们怀着这样的信念，一起踏上曼妙的寻美之旅。
C_784387,4,2.305,透视学,未标注,MOOCCubeX,《透视学》是所有高等艺术院校美术学及艺术设计的一门重要基础课程，是研究透视现象原理及其内在规律后加以分析研究的应用学科，在生活中用途非常广泛，是每一位艺术生必须学好的一门基础课，它是绘画艺术的敲门砖。《透视学》理论概念与实践结合增强学生绘画艺术空间感、提高艺术品位、视觉辨识能力和绘画能力。
C_854901,4,2.298,设计思维,未标注,MOOCCubeX,这是一个快速变化的时代，凡是改变即面临着设计。本课程设定生活中的场景，采用跨界、跨时空的方式与方法，引发几千年来变与不变的思考，探索思考过程中所得到的影响因素，从而确定人造物的本质及其变化规律：什么变了？什么没变？变得越来越怎样？由此出发开始你的设计方向。这是依据文化的方式与方法而开展设计活动，期待你的创新与创意。
C_680812,4,2.29,催化剂设计与制备,化学工程与技术,MOOCCubeX,本课程主要围绕固体催化剂展开，系统讲授了固体催化剂设计的基本原则和方法，催化剂制备方法及基本原理，催化剂的成型等。
C_697496,4,2.287,电气控制系统装接与调试,电气工程,MOOCCubeX,本课程是电气自动化技术专业的一门专业核心学习领域课程，同时也是建筑电气、机电一体化、数控维修等电类专业的专业学习领域课程。按照技术由简单到复杂，内容由单一到综合，选择装备制造业典型电控产品为载体。
C_682226,4,2.275,初级汉语语法,未标注,MOOCCubeX,通过生动、有趣的动画、真实情景对话、精炼的语法结构公式、经典的例句，使学习者理解和掌握初级汉语每个语法点句法、语义、语用的基本特点，使学习者进行充分、有效地操练和活用。
C_907940,4,2.275,管理流行病学,未标注,MOOCCubeX,本课程综合国内外管理流行病学的研究成果，总结各方经验并不断学习创新，拓宽医学领域的管理视角和管理思维，学习流行病学原理与方法在卫生管理各个环节中的具体应用。
C_680804,4,2.275,材料现代研究方法,材料科学与工程,MOOCCubeX,本课程的学习可以使学生掌握最新实用的材料研究方法，拓展其在材料研究领域的视野，为以后在材料领域开展研究工作打下坚实的理论基础。
C_758221,4,2.268,食品化学,未标注,MOOCCubeX,课程内容包括水分、碳水化合物、脂类、蛋白质、维生素与矿物质、食品颜色和食品风味等的理论及实验。主要讲授主要食品成分的物理化学性质、它们在食品生产过程中的变化以及这些变化对食品品质形成的影响及其规律。
C_735203,4,2.268,西方现代艺术赏析,艺术学,MOOCCubeX,通过十大章节的互动学习，展现西方现代艺术充满魅力的百年人文图景。 追随艺术大师的足迹，解读经典的艺术佳作，探寻艺术作品背后不为人知的秘密。
C_680771,4,2.265,铜版画制作,未标注,MOOCCubeX,“铜版画制作”课程旨在普及和推广铜版画艺术，通过线上视频教学与课堂实践相结合的混合式教学方法，提高学生对铜版技法和印刷美学的认知，在动手实践中掌握并灵活运用基本的铜版画原理及技法，创作属于自己的铜版画作品。
C_756594,4,2.26,操作系统,未标注,MOOCCubeX, 想知道操作系统是如何管理计算机硬件的吗？想知道多线程程序设计的基本原理吗？想知道进程和线程的区别吗？想知道内存是如何分配的吗？来吧，我们一起进入操作系统的世界！
C_697003,4,2.26,企业战略管理,未标注,MOOCCubeX,通过“线上+线下”互动，释放学员大量线下课堂时间，提高学习效率，更好地掌握战略管理的基本理论和方法工具，形成观察、思考、分析和解决战略问题的能力，培养全局观念与战略洞察力，养成战略性思维习惯。
C_1434547,4,2.253,电子设计创新,未标注,MOOCCubeX,《电子设计创新》是针对热爱电子设计创新的本科生开设的系列创新课程。通过内容前后衔接，结合理论、实践、作品展示等多个环节，阶梯式开展学生电子设计创新教学活动。完成基础电子元件认识——电子模块搭建——电子作品开发全过程。培养学生电子系统设计、作品开发的综合能力。帮助每一位学生顺利完成从创意到作品的转变。
C_696638,4,2.238,时尚网页设计,未标注,MOOCCubeX,本课程通过对HTML5+CSS3标记与语法的介绍，令学习者了解web前端设计的技术基础。配合多个时尚网站案例实践操作的讲解，使得学习者真正掌握网页制作的技巧。
C_773985,4,2.235,化学概论,未标注,MOOCCubeX,本课程为化学学科入门引导课，主要介绍化学学科的基本概念、基本理论、各族元素化学通性，可供大学化学及相关专业学生一年级本科生及高中毕业生中的自然科学爱好者选修。
C_697011,4,2.235,运动心理学,未标注,MOOCCubeX,本课程系统讨论竞技运动中的心理学问题，从运动心理学的发展脉络，运动员的动力来源、心理特征、认知过程、自我完善、心理健康和社会互动等领域介绍相关研究的发展脉络、研究特点和重要成果。
C_680985,4,2.23,计算机通信网络,未标注,MOOCCubeX,通信是人类亘古不变的追求，在移动互联和互联网+的时代，无论是云计算、大数据、全球卫星定位、智能家居、智慧城市还是4G/5G移动蜂窝网、物联网（IoT）、传感器网络、空天地海一体化网络、无人驾驶、人工智能（AI）等，都是以通信网络为基础。通信网络技术已经深刻地改变了人们的工作、学习、生活、娱乐等方式。 对于无论是想了解通信与互联网相关知识但没有太多专业基础的人员，还是作为有志于投身通信与互联网行业的研发人员、创业者，学习《计算机通信网络》这门课程都是十分必要的。同时，它也是高等学校电子与通信工程专业硕士研究生必修的一门核心专业课程。
C_681615,4,2.23,酒店英语,未标注,MOOCCubeX,—选取酒店经典场景，帮你学会酒店英语对话
C_735030,4,2.228,妊娠与分娩,未标注,MOOCCubeX,妊娠与分娩是女性生命中最重要的生活事件之一，对于女性的身心健康及其家庭幸福都有非常重要的影响。本课程内容不仅涵盖妊娠和自然分娩的基础知识，同时还结合了国内外最新进展，实现了医学专业知识与日常生活的融合。
C_680792,4,2.228,动态测试与分析（下）,系统科学,MOOCCubeX,工作机械会发出各种动态信号，本门课程讲授动态信号内积变换原理，从原理上教会你如何分析动态信号，进而通过分析结果了解工作机械的内部状态。
C_681008,4,2.223,计算机辅助飞行器综合设计,未标注,MOOCCubeX,《计算机辅助飞行器综合设计》是为航空航天院校高年级本科生和研究生开设的专业课程，使学生了解飞行器设计的基本概念方法和计算机在设计过程中的应用。 本课程为专业基础课，目标是提升学生的实践能力和工程应用能力。
C_1776312,4,2.22,医学信息素养,未标注,MOOCCubeX,撰写论文，申报课题，了解同行。获取专业信息，制定科学决策，《医学信息素养》助您一臂之力！
C_697427,4,2.208,足球运动与科学,体育学,MOOCCubeX,本课程将从全新的视角剖析足球运动，将足球运动的基本知识和所蕴含的科学理论相结合，通过课程学习，掌握足球运动的相关知识和科学规律，欣赏足球运动独特的魅力。
C_943271,4,2.193,法医物证学,未标注,MOOCCubeX,从神秘的沙皇尼古拉二世尸体鉴定，到举世瞩目的希特勒遗体的确认，再到电视剧中的亲子鉴定，这些神秘的事件是如何被揭晓？让《法医物证学》的课程带你拨开这层神秘的面纱。《法医物证学》是以法医物证为研究对象，以提供科学证据为目的，研究应用生命科学技术解决案件中与人体有关的生物检材鉴定的一门学科。
C_1925896,4,2.193,版式设计,未标注,MOOCCubeX,        版式设计是视觉传达设计中的一个组成部分，是视觉传达设计的重要环节。版式设计要调动各类视觉元素进行形式上的组合排列，但更重要的是版式上新颖的创意和个性化的表现，同时能够强化形式和内容的互动关系，以期全新的视觉效果。同时要求学生通过大量的实践训练达到解决复杂设计能力的要求。训练调动各类视觉元素进行形式上的组合排列，同时能够强化形式和内容的互动关系，以期表现出全新的视觉效果。通过对本课程的学习与实践，可以使学生能够熟练的掌握版面结构安排，创造新的视觉表现。并享受追求艺术审美的过程，最终达到给人以形式美感和视觉享受的目的。
C_681592,4,2.183,AWS 云计算培训课程-云计算解决方案架构师之路（进阶课程）,未标注,MOOCCubeX,AWS技术专家通过展示和实操的方式教您如何在管理控制台中对相关的AWS服务进行配置和操作，让您快速上手搭建自己的云架构，成为云计算解决方案架构师。
