course_id,user_id,preference
C_1750819,U_11983,1.0
C_1761374,U_11983,1.0
C_697395,U_11983,1.0
C_680933,U_11983,1.0
C_696992,U_11983,1.0
C_735214,U_11983,1.0
C_801420,U_11983,1.0
C_735203,U_11983,1.0
C_676662,U_11983,1.0
C_2229905,U_11983,1.0
C_1916172,U_11983,1.0
C_697003,U_11983,1.0
C_680968,U_11983,1.0
C_674971,U_11983,1.0
C_681047,U_12016,3.0
C_696679,U_12016,2.97
C_697748,U_12025,2.91
C_756747,U_12033,2.91
C_735325,U_12033,2.88
C_682226,U_12046,2.82
C_677159,U_12046,2.73
C_677110,U_12115,3.0
C_682327,U_12118,2.94
C_697130,U_12137,2.97
C_676915,U_12137,2.82
C_883345,U_12155,2.97
C_697821,U_12155,2.79
C_697306,U_12155,2.73
C_1410156,U_12155,2.7
C_681655,U_12246,2.91
C_697087,U_12246,2.82
C_881485,U_12406,2.94
C_697797,U_12562,2.97
C_696673,U_12579,2.91
C_770738,U_12579,2.88
C_948114,U_12587,2.97
C_696927,U_12587,2.76
C_677093,U_12587,2.49
C_680881,U_12669,2.79
C_1806527,U_12669,2.28
C_697381,U_12669,2.01
C_881485,U_12699,2.94
C_681339,U_12829,2.94
C_735296,U_12841,2.97
C_955163,U_12853,2.97
C_697165,U_12853,2.94
C_676937,U_12853,2.91
C_801420,U_12909,2.97
C_676937,U_13146,2.97
C_759037,U_13210,2.97
C_801420,U_13210,2.94
C_696724,U_13210,2.76
C_682415,U_13243,2.43
C_682338,U_13354,3.0
C_696835,U_13402,2.97
C_916843,U_13493,2.85
C_697821,U_13729,2.94
C_680762,U_13746,3.0
C_681688,U_13771,2.94
C_734035,U_13771,2.64
C_682794,U_13771,2.61
C_676963,U_13771,2.04
C_681699,U_13771,2.01
C_681683,U_13771,1.2
C_788575,U_13771,1.0
C_931250,U_13771,1.0
C_682581,U_13771,1.0
C_688336,U_13771,1.0
C_677055,U_13771,1.0
C_697020,U_13771,1.0
C_681005,U_13771,1.0
C_756642,U_13771,1.0
C_881478,U_13771,1.0
C_676686,U_13771,1.0
C_697381,U_13771,1.0
C_682466,U_13771,1.0
C_735244,U_13771,1.0
C_697034,U_13771,1.0
C_680714,U_13986,2.97
C_696976,U_13986,2.94
C_697107,U_13987,2.85
C_696700,U_14070,3.0
C_760442,U_14117,2.97
C_676695,U_14117,2.94
C_676932,U_14158,3.0
C_1428968,U_14158,2.91
C_696746,U_14255,3.0
C_697821,U_14462,3.0
C_883345,U_14489,2.91
C_677236,U_14489,2.76
C_674938,U_14489,2.28
C_696942,U_14489,2.16
C_682458,U_14489,1.68
C_682195,U_14489,1.0
C_707031,U_14519,2.85
C_943267,U_14574,2.94
C_677249,U_14614,2.94
C_697007,U_14651,2.91
C_1718815,U_14727,2.97
C_680819,U_14746,2.97
C_1794464,U_14756,2.85
C_680937,U_14756,2.82
C_758886,U_14765,2.7
C_674920,U_14765,2.28
C_681715,U_14765,1.89
C_681341,U_14765,1.47
C_681666,U_14765,1.35
C_817691,U_14941,3.0
C_840087,U_14984,3.0
C_696942,U_14984,2.94
C_680818,U_15010,2.7
C_676917,U_15010,2.46
C_677019,U_15021,2.97
C_696972,U_15173,3.0
C_685689,U_15230,2.97
C_735448,U_15231,2.97
C_682696,U_15332,3.0
C_934528,U_15390,3.0
C_677023,U_15413,2.85
C_2151889,U_15737,2.88
C_2205152,U_15737,1.0
C_2210260,U_15737,1.0
C_677249,U_15813,2.97
C_697422,U_15813,2.88
C_676683,U_15859,3.0
C_682431,U_15880,2.91
C_1527362,U_16118,2.85
C_948417,U_16129,2.94
C_1779421,U_16129,2.88
C_696686,U_16365,2.61
C_887103,U_16431,3.0
C_1753434,U_16660,2.73
C_696994,U_16732,2.97
C_685689,U_16934,3.0
C_735214,U_16934,2.97
C_676676,U_17178,2.91
C_682222,U_17308,3.0
C_696994,U_17308,2.97
C_680919,U_17334,2.94
C_677049,U_17574,2.91
C_735283,U_17581,3.0
C_857825,U_17596,2.91
C_696991,U_17596,2.82
C_682330,U_17650,2.91
C_682589,U_17650,2.88
C_677184,U_17664,2.97
C_911664,U_17693,2.94
C_681034,U_17694,3.0
C_696700,U_17711,2.82
C_697034,U_17711,2.79
C_697236,U_17711,2.67
C_707037,U_17711,2.64
C_680762,U_17711,2.61
C_2266746,U_17714,2.91
C_681711,U_17714,2.52
C_735269,U_17714,2.4
C_943250,U_17719,2.82
C_680845,U_17719,2.79
C_1764846,U_17731,2.94
C_681452,U_17753,3.0
C_707081,U_17774,2.91
C_696679,U_17810,2.94
C_781494,U_17810,2.7
C_1025064,U_17843,2.94
C_696968,U_17843,2.91
C_696835,U_17857,2.91
C_674923,U_17857,2.82
C_854832,U_17857,2.61
C_677047,U_17857,2.43
C_682458,U_17857,2.34
C_696905,U_17857,2.22
C_735214,U_18103,2.97
C_1794464,U_18236,3.0
C_735244,U_18296,2.94
C_696562,U_18296,2.88
C_629559,U_18296,2.79
C_696968,U_18296,2.76
C_682284,U_18296,2.67
C_707119,U_18327,3.0
C_1755888,U_18327,2.82
C_696942,U_18374,3.0
C_948212,U_18622,2.64
C_735050,U_18622,2.31
C_943267,U_18622,2.28
C_696889,U_18741,3.0
C_682546,U_18964,2.97
C_697398,U_18964,2.76
C_955163,U_18964,2.25
C_697034,U_18964,2.22
C_735214,U_18992,2.97
C_680722,U_18992,2.88
C_697018,U_19154,2.94
C_1428968,U_19154,2.67
C_696679,U_19154,2.64
C_697117,U_19558,2.94
C_682531,U_19857,3.0
C_707031,U_20026,2.97
C_883345,U_20245,3.0
C_707119,U_20282,2.76
C_677031,U_20282,2.43
C_677020,U_20282,2.4
C_697285,U_20287,2.94
C_682794,U_20287,1.98
C_680979,U_20295,3.0
C_810349,U_20315,2.97
C_784387,U_20315,2.7
C_694163,U_20315,2.67
C_825821,U_20315,2.61
C_696908,U_20315,2.46
C_681005,U_20315,2.43
C_735079,U_20315,2.34
C_887098,U_20315,2.31
C_823333,U_20315,2.28
C_936971,U_20315,2.07
C_948262,U_20315,1.56
C_947164,U_20315,1.5
C_873864,U_20315,1.44
C_948081,U_20315,1.35
C_697011,U_20315,1.17
C_947250,U_20315,1.0
C_697106,U_20315,1.0
C_682472,U_20315,1.0
C_735064,U_20315,1.0
C_754897,U_20315,1.0
C_1645365,U_20315,1.0
C_1714448,U_20315,1.0
C_948153,U_20315,1.0
C_1683594,U_20315,1.0
C_1724288,U_20315,1.0
C_1825107,U_20315,1.0
C_681011,U_20315,1.0
C_1789697,U_20315,1.0
C_1918363,U_20315,1.0
C_2328478,U_20315,1.0
C_682277,U_20329,3.0
C_697117,U_20365,2.91
C_949540,U_20370,2.91
C_682509,U_20370,2.88
C_1429002,U_20375,2.97
C_734035,U_20394,2.91
C_677055,U_20395,2.61
C_696855,U_20395,2.46
C_707035,U_20395,2.4
C_697721,U_20395,2.13
C_680877,U_20395,1.89
C_947237,U_20395,1.68
C_735335,U_20395,1.56
C_681636,U_20395,1.35
C_948423,U_20395,1.2
C_1526890,U_20400,2.91
C_770784,U_20421,2.97
C_883372,U_20432,2.94
C_696724,U_20775,2.94
C_707031,U_20787,2.82
C_680751,U_20787,2.61
C_697684,U_20787,2.43
C_735239,U_20787,2.4
C_735046,U_21020,3.0
C_677038,U_21028,2.73
C_696626,U_21045,2.97
C_682458,U_21300,3.0
C_697802,U_21300,2.79
C_682739,U_21645,2.31
C_677049,U_21645,2.1
C_677218,U_21695,2.97
C_879054,U_21726,2.73
C_948118,U_21726,2.34
C_677042,U_21726,1.8
C_696597,U_21726,1.32
C_949540,U_21726,1.05
C_943228,U_21726,1.0
C_680823,U_21726,1.0
C_879045,U_21726,1.0
C_890220,U_21726,1.0
C_677047,U_21726,1.0
C_677028,U_21726,1.0
C_947252,U_21726,1.0
C_1527465,U_21726,1.0
C_1789696,U_21726,1.0
C_1903976,U_21726,1.0
C_1646044,U_21726,1.0
C_1862240,U_21726,1.0
C_1679989,U_21726,1.0
C_697677,U_21726,1.0
C_697828,U_21853,2.94
C_674920,U_21864,3.0
C_955163,U_21879,2.97
C_694136,U_21879,2.91
C_936987,U_21879,2.16
C_922865,U_21879,1.86
C_879040,U_22291,3.0
C_696884,U_22291,2.85
C_696993,U_22291,2.73
C_682661,U_22333,2.82
C_696922,U_22333,2.79
C_819285,U_22471,2.97
C_801443,U_22580,2.97
C_697791,U_22605,2.94
C_677042,U_22632,2.52
C_707112,U_22632,1.5
C_697265,U_22632,1.0
C_948409,U_22632,1.0
C_676656,U_22632,1.0
C_948431,U_22632,1.0
C_1429002,U_22632,1.0
C_697048,U_22634,2.97
C_694163,U_22634,2.94
C_696614,U_22677,2.85
C_697041,U_22728,2.82
C_677249,U_22728,2.7
C_697374,U_22743,3.0
C_735094,U_23121,2.97
C_696724,U_23121,2.67
C_694143,U_23121,2.52
C_680738,U_23121,2.31
C_947253,U_23121,2.19
C_947244,U_23121,2.13
C_697791,U_23318,3.0
C_760442,U_23414,2.97
C_922865,U_23649,2.91
C_931245,U_23850,3.0
C_676658,U_23877,2.94
C_735341,U_23877,2.91
C_854839,U_24013,2.97
C_735351,U_24021,2.73
C_682485,U_24056,2.97
C_948289,U_24056,2.91
C_800360,U_24067,3.0
C_677042,U_24067,2.07
C_680961,U_24067,1.98
C_677047,U_24067,1.89
C_948269,U_24067,1.68
C_682473,U_24067,1.53
C_697791,U_24067,1.47
C_676932,U_24067,1.41
C_735405,U_24067,1.32
C_735143,U_24067,1.05
C_1776316,U_24067,1.02
C_680927,U_24067,1.0
C_735239,U_24086,2.67
C_674912,U_24087,3.0
C_707032,U_24087,2.97
C_707031,U_24089,2.97
C_676913,U_24089,2.79
C_754135,U_24089,2.49
C_1829954,U_24241,2.97
C_677076,U_24243,3.0
C_1756060,U_24247,2.97
C_676932,U_24248,2.91
C_680886,U_24260,3.0
C_681012,U_24260,2.7
C_927967,U_24262,3.0
C_735342,U_24263,3.0
C_680993,U_24275,2.97
C_837735,U_24275,2.79
C_680890,U_24275,2.64
C_746971,U_24275,2.61
C_680905,U_24275,2.55
C_696679,U_24275,2.25
C_697165,U_24275,1.95
C_674903,U_24275,1.92
C_1159827,U_24275,1.53
C_682349,U_24275,1.2
C_681362,U_24275,1.0
C_697075,U_24275,1.0
C_697791,U_24277,2.97
C_680881,U_24277,2.85
C_682486,U_24277,2.67
C_694136,U_24277,2.25
C_735094,U_24277,1.8
C_680891,U_24277,1.65
C_770738,U_24277,1.5
C_696746,U_24277,1.41
C_926165,U_24277,1.0
C_696724,U_24277,1.0
C_948407,U_24277,1.0
C_681684,U_24277,1.0
C_943241,U_24277,1.0
C_799796,U_24277,1.0
C_697566,U_24277,1.0
C_696826,U_24277,1.0
C_696897,U_24277,1.0
C_879050,U_24277,1.0
C_854843,U_24277,1.0
C_696817,U_24284,2.7
C_682153,U_24284,2.58
C_879040,U_24284,2.55
C_680975,U_24290,2.94
C_948140,U_24290,2.91
C_1795810,U_24290,2.34
C_682618,U_24296,2.97
C_781494,U_24296,2.88
C_681094,U_24296,2.76
C_948468,U_24296,2.73
C_697236,U_24296,2.31
C_696724,U_24327,2.94
C_735046,U_24327,2.88
C_697069,U_24351,2.88
C_677076,U_24351,2.85
C_747056,U_24351,2.7
C_797853,U_24351,2.52
C_674959,U_24351,1.83
C_676962,U_24351,1.02
C_879040,U_24385,2.94
C_770784,U_24385,2.85
C_696994,U_24441,2.91
C_799800,U_24441,2.46
C_697034,U_24441,2.31
C_943250,U_24441,2.28
C_696855,U_24441,2.13
C_948410,U_24441,1.89
C_682330,U_24441,1.71
C_1924709,U_24441,1.65
C_697496,U_24441,1.47
C_696915,U_24441,1.44
C_697068,U_24441,1.38
C_823309,U_24441,1.32
C_696911,U_24450,2.97
C_697270,U_24481,2.82
C_735046,U_24482,2.73
C_681005,U_24482,2.7
C_677097,U_24485,2.94
C_681001,U_24563,3.0
C_1428968,U_24629,3.0
C_735241,U_24629,2.85
C_948092,U_24629,2.82
C_735405,U_24682,3.0
C_862967,U_24852,2.91
C_696942,U_24939,2.94
C_680933,U_25091,2.94
C_697367,U_25091,2.88
C_681005,U_25091,2.61
C_697791,U_25145,3.0
C_674903,U_25195,2.91
C_696855,U_25211,2.55
C_707083,U_25211,2.52
C_697147,U_25211,2.43
C_696679,U_25211,2.4
C_677083,U_25214,3.0
C_696927,U_25214,2.79
C_682472,U_25239,3.0
C_682237,U_25242,3.0
C_943223,U_25242,2.97
C_681034,U_25248,3.0
C_747696,U_25265,2.76
C_735214,U_25278,2.97
C_680740,U_25298,2.94
C_680745,U_25298,2.88
C_680762,U_25298,2.67
C_735283,U_25298,2.31
C_697407,U_25298,2.22
C_737512,U_25298,1.98
C_1428968,U_25298,1.59
C_934520,U_25298,1.41
C_681444,U_25298,1.35
C_677023,U_25298,1.2
C_840084,U_25323,3.0
C_707025,U_25323,2.91
C_676697,U_25323,2.88
C_674920,U_25323,2.73
C_707032,U_25323,2.67
C_697236,U_25323,2.49
C_883372,U_25323,2.4
C_854839,U_25323,2.34
C_819285,U_25363,2.67
C_677218,U_25388,3.0
C_697069,U_25388,2.91
C_680933,U_25388,2.64
C_682458,U_25388,2.61
C_682618,U_25388,2.43
C_854843,U_25388,2.1
C_682588,U_25388,1.89
C_808526,U_25390,2.94
C_680961,U_25390,2.88
C_697007,U_25403,3.0
C_948415,U_25406,3.0
C_682415,U_25406,2.97
C_697034,U_25406,2.73
C_682210,U_25406,2.7
C_879040,U_25499,2.94
C_948410,U_25499,2.85
C_854839,U_25499,2.82
C_696938,U_25548,3.0
C_676995,U_25552,3.0
C_677189,U_25552,2.7
C_697821,U_25557,2.97
C_681678,U_25557,2.91
C_2343522,U_25615,2.82
C_735351,U_25653,3.0
C_696679,U_25828,2.85
C_1741561,U_25846,2.76
C_685689,U_25854,3.0
C_680933,U_25869,2.97
C_905197,U_25869,2.94
C_798690,U_25878,3.0
C_681671,U_25914,3.0
C_682320,U_25978,2.97
C_682489,U_25990,3.0
C_677189,U_26053,2.91
C_931245,U_26067,3.0
C_696980,U_26067,2.82
C_735244,U_26067,2.76
C_676996,U_26084,3.0
C_696679,U_26084,2.94
C_697149,U_26184,2.55
C_1756077,U_26184,2.43
C_887148,U_26184,2.31
C_854843,U_26184,1.98
C_680745,U_26282,2.97
C_1410156,U_26282,2.91
C_808529,U_26294,2.64
C_734037,U_26416,3.0
C_696562,U_26416,2.61
C_879040,U_26459,2.79
C_676969,U_26467,2.97
C_735405,U_26467,2.94
C_1527465,U_26472,3.0
C_681355,U_26472,2.94
C_735321,U_26479,3.0
C_680808,U_26479,2.91
C_677047,U_26482,2.97
C_707081,U_26486,2.91
C_696673,U_26489,2.82
C_682137,U_26512,2.94
C_682527,U_26795,2.97
C_696994,U_27004,3.0
C_696994,U_27087,2.82
C_696555,U_27087,2.79
C_707119,U_27285,2.73
C_680933,U_27285,2.7
C_676969,U_27285,2.07
C_697265,U_27285,1.56
C_694143,U_27285,1.53
C_696720,U_27285,1.38
C_682702,U_27285,1.35
C_947257,U_27285,1.0
C_2231604,U_27306,2.79
C_2219608,U_27306,2.7
C_2215747,U_27306,2.49
C_681683,U_27568,2.43
C_696992,U_27568,2.4
C_697791,U_27604,3.0
C_697067,U_27611,3.0
C_680989,U_27611,2.91
C_680963,U_27614,2.82
C_948417,U_27614,2.67
C_948101,U_27614,2.37
C_685664,U_27614,2.19
C_676950,U_27614,2.1
C_1750786,U_27689,2.91
C_697293,U_27830,2.88
C_916828,U_28163,2.97
C_682473,U_28177,2.94
C_697374,U_28177,2.91
C_1770323,U_28177,2.73
C_682595,U_28218,2.94
C_696746,U_28218,2.91
C_696721,U_28218,2.73
C_681655,U_28218,2.64
C_676673,U_28218,2.58
C_866769,U_28218,2.25
C_682602,U_28218,1.83
C_677083,U_28218,1.77
C_680751,U_28218,1.74
C_697072,U_28218,1.65
C_943250,U_28218,1.38
C_948413,U_28218,1.35
C_770738,U_28218,1.08
C_782490,U_28218,1.0
C_780629,U_28218,1.0
C_676649,U_28236,2.97
C_674903,U_28285,2.94
C_808526,U_28317,2.97
C_735046,U_28336,2.97
C_682466,U_28336,2.94
C_734054,U_28336,2.88
C_770738,U_28503,2.85
C_881478,U_28573,2.97
C_682187,U_28813,2.19
C_948424,U_28813,2.07
C_943250,U_28823,2.97
C_680730,U_29025,2.85
C_934510,U_29028,3.0
C_948043,U_29028,2.97
C_696555,U_29028,2.94
C_697405,U_29091,2.88
C_948208,U_29091,2.85
C_735241,U_29091,2.76
C_682671,U_29091,2.4
C_707358,U_29091,2.37
C_735335,U_29091,2.31
C_2328543,U_29091,1.95
C_697018,U_29140,2.79
C_696994,U_29140,2.73
C_682671,U_29182,2.97
C_697293,U_29187,2.97
C_883345,U_29205,2.94
C_866756,U_29297,3.0
C_696724,U_29297,2.76
C_943223,U_29297,2.61
C_682683,U_29297,2.37
C_694140,U_29297,2.1
C_682427,U_29297,1.89
C_697129,U_29297,1.74
C_1903985,U_29297,1.71
C_735405,U_29297,1.62
C_682458,U_29383,3.0
C_707068,U_29400,2.94
C_1410106,U_29441,2.85
C_1434547,U_29441,2.7
C_697206,U_29441,2.61
C_676934,U_29475,2.94
C_681355,U_29552,2.97
C_676673,U_29556,2.94
C_788575,U_29556,2.7
C_676995,U_29556,2.67
C_682222,U_29595,3.0
C_948409,U_29661,2.94
C_681671,U_29854,2.64
C_737512,U_29978,3.0
C_697270,U_30034,2.73
C_801420,U_30087,2.97
C_697236,U_30117,3.0
C_697001,U_30342,2.85
C_845674,U_30517,3.0
C_883345,U_30626,2.94
C_682330,U_30626,2.49
C_697306,U_30626,2.46
C_697069,U_30626,2.34
C_682308,U_30626,2.01
C_677243,U_30626,1.98
C_697092,U_30692,2.94
C_682335,U_31270,2.82
C_943267,U_31287,2.91
C_677130,U_31287,2.82
C_674903,U_31287,2.73
C_707037,U_31287,2.37
C_681073,U_31287,2.13
C_677045,U_31287,2.01
C_934534,U_31287,1.89
C_943267,U_31307,2.97
C_697034,U_31324,2.94
C_898349,U_31458,3.0
C_696939,U_31614,3.0
C_943228,U_31614,2.94
C_707081,U_31614,2.82
C_682330,U_31614,2.49
C_676656,U_31692,2.82
C_696826,U_31692,2.64
C_746997,U_31692,2.49
C_948078,U_31788,3.0
C_845950,U_31794,2.97
C_697398,U_31881,3.0
C_677010,U_31882,2.91
C_681592,U_31902,2.94
C_697307,U_31902,2.82
C_680740,U_31902,2.55
C_676902,U_31902,2.49
C_1741501,U_31902,2.34
C_1912519,U_31902,2.04
C_1429002,U_31902,1.95
C_694136,U_31902,1.83
C_707081,U_31902,1.59
C_697791,U_31914,3.0
C_696968,U_32083,2.91
C_696867,U_32152,2.97
C_819290,U_32153,2.97
C_947252,U_32153,2.94
C_947244,U_32238,3.0
C_682597,U_32319,2.97
C_696980,U_32349,3.0
C_677146,U_32398,2.94
C_770738,U_32399,2.91
C_697821,U_32399,2.88
C_735157,U_32399,2.55
C_696946,U_32569,2.88
C_697360,U_32652,2.73
C_883372,U_32652,2.7
C_862969,U_32700,2.91
C_696606,U_32700,2.88
C_1891384,U_32700,2.67
C_696992,U_32843,2.91
C_1755941,U_32843,2.85
C_697130,U_33002,2.88
C_696899,U_33002,2.73
C_682401,U_33002,2.4
C_681355,U_33002,2.37
C_682648,U_33002,2.13
C_788575,U_33148,2.97
C_697096,U_33165,2.91
C_677093,U_33165,2.73
C_2242137,U_33303,2.91
C_694136,U_33310,2.85
C_854866,U_33334,2.97
C_707081,U_33405,1.92
C_1755912,U_33405,1.83
C_1732839,U_33405,1.62
C_696939,U_33526,3.0
C_682772,U_33526,2.97
C_696968,U_33526,2.7
C_676646,U_33555,2.88
C_696972,U_33557,2.76
C_898349,U_33610,2.82
C_696928,U_33610,2.49
C_682562,U_33610,2.4
C_697791,U_33610,2.31
C_677010,U_33610,2.28
C_697821,U_33610,2.22
C_676937,U_33610,2.13
C_947149,U_33610,1.2
C_697267,U_33610,1.17
C_1765585,U_33610,1.0
C_1428968,U_33610,1.0
C_680747,U_33610,1.0
C_681299,U_33610,1.0
C_697748,U_33721,3.0
C_674955,U_33756,2.97
C_680987,U_33756,2.88
C_696700,U_33756,2.82
C_881478,U_33756,2.76
C_696994,U_33790,2.97
C_681655,U_33830,2.85
C_682452,U_33830,2.79
C_677218,U_33859,3.0
C_1778570,U_33907,2.49
C_707081,U_33917,2.52
C_697096,U_33917,2.31
C_879111,U_33954,3.0
C_943223,U_33954,2.97
C_901922,U_33954,2.88
C_682556,U_33954,2.82
C_817691,U_33996,2.88
C_682442,U_33996,2.76
C_677146,U_33996,2.61
C_697112,U_33996,2.43
C_676683,U_33996,1.92
C_696543,U_33996,1.8
C_677136,U_33996,1.68
C_682183,U_33996,1.53
C_682308,U_33996,1.38
C_696729,U_33996,1.2
C_735283,U_33996,1.11
C_677218,U_33996,1.02
C_955163,U_33996,1.0
C_911173,U_33996,1.0
C_947149,U_33996,1.0
C_1704762,U_33996,1.0
C_1738993,U_33996,1.0
C_676953,U_33996,1.0
C_1756060,U_33996,1.0
C_696938,U_33996,1.0
C_934520,U_33996,1.0
C_2297236,U_33996,1.0
C_696968,U_34063,2.76
C_682210,U_34063,2.46
C_697188,U_34063,2.31
C_1718815,U_34117,2.97
C_697791,U_34161,3.0
C_677010,U_34289,3.0
C_696597,U_34289,2.88
C_682457,U_34520,2.97
C_682489,U_34531,2.97
C_707038,U_34531,2.82
C_696908,U_34531,2.64
C_682393,U_34531,2.25
C_1428968,U_34531,2.1
C_1750851,U_34531,1.56
C_697165,U_34537,2.85
C_893812,U_34828,2.88
C_948078,U_34828,2.85
C_696689,U_34831,2.97
C_735129,U_34976,2.94
C_677110,U_34976,2.82
C_746997,U_34988,3.0
C_696915,U_35001,2.79
C_682400,U_35001,2.76
C_676664,U_35038,2.91
C_955163,U_35099,3.0
C_697117,U_35111,3.0
C_696633,U_35212,2.94
C_676932,U_35233,2.85
C_677038,U_35233,2.7
C_879040,U_35233,2.58
C_947252,U_35233,2.1
C_854843,U_35233,2.04
C_893812,U_35250,2.97
C_948419,U_35258,2.73
C_681345,U_35258,2.58
C_677142,U_35281,2.79
C_677043,U_35281,2.76
C_680860,U_35281,2.61
C_682644,U_35281,1.8
C_681720,U_35281,1.77
C_676676,U_35281,1.35
C_697039,U_35281,1.14
C_680869,U_35281,1.0
C_948212,U_35281,1.0
C_680745,U_35281,1.0
C_955163,U_35281,1.0
C_696704,U_35281,1.0
C_911168,U_35281,1.0
C_697791,U_35333,3.0
C_696922,U_35392,2.79
C_682562,U_35392,2.7
C_799796,U_35401,3.0
C_677038,U_35401,2.85
C_697071,U_35413,2.52
C_823302,U_35413,2.43
C_677184,U_35413,2.37
C_707081,U_35413,2.01
C_696807,U_35413,1.86
C_676696,U_35413,1.77
C_681186,U_35492,2.94
C_799796,U_35521,3.0
C_682643,U_35521,2.94
C_697068,U_35522,2.94
C_694136,U_35590,2.97
C_680814,U_35590,2.91
C_769301,U_35640,2.97
C_696946,U_35640,2.94
C_682487,U_35676,3.0
C_682277,U_35676,2.91
C_2328468,U_35676,2.88
C_682327,U_35688,2.73
C_948409,U_35690,2.91
C_682259,U_35694,2.76
C_696922,U_35694,2.64
C_696555,U_35694,2.61
C_682153,U_35694,2.49
C_677243,U_35694,2.4
C_781494,U_35694,2.19
C_682512,U_35980,3.0
C_854868,U_36034,3.0
C_840084,U_36038,2.97
C_696994,U_36060,2.94
C_697381,U_36060,2.76
C_696679,U_36060,2.67
C_676656,U_36060,2.58
C_680785,U_36060,2.22
C_682345,U_36060,1.77
C_734041,U_36060,1.71
C_681005,U_36060,1.5
C_696922,U_36060,1.47
C_681080,U_36060,1.2
C_788565,U_36060,1.17
C_799800,U_36088,3.0
C_682657,U_36088,2.94
C_682439,U_36092,3.0
C_681715,U_36109,2.94
C_681470,U_36109,2.88
C_677243,U_36109,2.85
C_1410371,U_36109,2.73
C_697374,U_36109,2.7
C_797938,U_36122,2.73
C_696700,U_36122,2.46
C_696942,U_36135,3.0
C_697405,U_36227,2.97
C_682702,U_36232,2.82
C_697293,U_36240,2.97
C_697032,U_36240,2.88
C_674938,U_36240,2.82
C_697039,U_36240,2.64
C_681578,U_36496,3.0
C_676681,U_36496,2.91
C_1886674,U_36501,2.94
C_674938,U_36639,2.97
C_707025,U_36639,2.88
C_948410,U_36639,2.76
C_682415,U_36639,2.64
C_697729,U_36667,2.94
C_881478,U_36667,2.61
C_840084,U_36667,2.28
C_685664,U_36667,2.13
C_682327,U_36667,2.04
C_677159,U_36667,1.95
C_1647264,U_36667,1.92
C_696597,U_36686,2.91
C_696826,U_36687,3.0
C_696832,U_36687,2.79
C_707013,U_36687,2.7
C_680890,U_36687,2.55
C_879104,U_36687,2.04
C_697149,U_36733,2.97
C_735157,U_36733,2.94
C_883372,U_36733,2.91
C_697821,U_36741,2.94
C_682308,U_36748,2.94
C_677095,U_36755,2.94
C_677087,U_36764,2.46
C_697056,U_36812,2.85
C_696740,U_37256,2.97
C_1410156,U_37557,2.94
C_696789,U_37603,2.91
C_948411,U_37660,3.0
C_770738,U_37666,2.97
C_677010,U_37666,2.82
C_770766,U_37666,2.52
C_682145,U_37666,2.07
C_682696,U_37666,1.98
C_681099,U_37666,1.71
C_682346,U_37666,1.68
C_681471,U_37666,1.29
C_697313,U_37666,1.05
C_746968,U_37666,1.0
C_697708,U_37666,1.0
C_948265,U_37666,1.0
C_746983,U_37666,1.0
C_696686,U_37666,1.0
C_934510,U_37666,1.0
C_682126,U_37666,1.0
C_909412,U_37666,1.0
C_948289,U_37666,1.0
C_887098,U_37666,1.0
C_735395,U_37666,1.0
C_696695,U_37666,1.0
C_947250,U_37738,2.91
C_735351,U_37757,2.94
C_735389,U_37757,2.73
C_697381,U_37811,3.0
C_735122,U_37914,2.97
C_681084,U_37914,2.76
C_766203,U_37914,2.67
C_1428968,U_37914,2.61
C_696922,U_37962,2.85
C_770751,U_37962,2.82
C_1428968,U_38004,2.97
C_887148,U_38009,2.88
C_682671,U_38009,2.61
C_682320,U_38009,2.58
C_782555,U_38042,2.82
C_676673,U_38069,2.97
C_1765606,U_38069,2.91
C_676645,U_38075,2.94
C_680745,U_38075,2.91
C_697748,U_38075,2.88
C_909099,U_38112,2.73
C_735241,U_38112,2.46
C_697155,U_38112,2.13
C_680951,U_38112,1.89
C_679390,U_38112,1.77
C_696555,U_38112,1.44
C_734037,U_38112,1.26
C_948140,U_38112,1.23
C_1806527,U_38112,1.2
C_676646,U_38112,1.0
C_697025,U_38112,1.0
C_1912003,U_38112,1.0
C_681452,U_38126,2.91
C_682602,U_38126,2.88
C_680790,U_38194,2.97
C_947258,U_38225,2.91
C_697797,U_38258,2.82
C_677185,U_38258,2.79
C_674920,U_38258,2.67
C_680805,U_38258,2.28
C_680951,U_38258,2.16
C_674938,U_38258,2.13
C_681678,U_38307,3.0
C_697149,U_38356,2.85
C_680884,U_38356,2.79
C_676937,U_38390,2.91
C_696939,U_38390,2.85
C_697270,U_38395,2.79
C_697117,U_38395,2.73
C_677095,U_38395,2.58
C_682610,U_38414,2.7
C_770751,U_38414,2.67
C_682224,U_38414,2.58
C_677049,U_38416,2.94
C_677249,U_38434,3.0
C_735405,U_38479,3.0
C_697184,U_38479,2.88
C_682314,U_38595,2.91
C_927963,U_38595,2.85
C_866769,U_38627,2.76
C_876712,U_38627,2.61
C_682440,U_38627,2.4
C_682671,U_38627,2.37
C_680788,U_38627,2.22
C_677130,U_38627,1.95
C_948424,U_38627,1.86
C_696945,U_38727,2.97
C_682170,U_38727,2.88
C_694136,U_38845,2.91
C_879045,U_38845,2.88
C_697034,U_39042,2.94
C_682246,U_39113,3.0
C_676975,U_39113,2.97
C_1844106,U_39169,2.94
C_681678,U_39289,2.97
C_782490,U_39306,2.88
C_682145,U_39306,2.79
