course_id,course_name,old_category,new_category,reason
C_948286,一步一步带你做调查研究,未标注,教育学,fallback:generic_course
C_948289,商务英语案例分析,未标注,文学,keywords:英语
C_948292,走进马克思主义文艺元典,未标注,法学,keywords:马克思主义
C_948293,大学语文,未标注,文学,keywords:文学|语文|传播
C_948294,习主席边海防建设重要论述,未标注,军事学,keywords:战略
C_948296,安塞腰鼓,未标注,艺术学,keywords:音乐|舞蹈
C_948387,跨境电子商务,未标注,管理学,override:电子商务
C_948388,书法鉴赏,未标注,艺术学,same_name:艺术学
C_948389,运动处方理论与应用,未标注,医学,keywords:健康
C_948392,制药设备与车间设计,未标注,工学,override:制药设备
C_948393,文献检索,未标注,农学,keywords:农业
C_948395,一画一课：红色美术经典作品赏析之革命历史篇,未标注,历史学,keywords:历史
C_948399,通信原理,未标注,工学,keywords:通信
C_948402,信息理论与编码,未标注,工学,keywords:通信|IC
C_948403,高级商务英语,未标注,文学,keywords:语言|英语
C_948404,学科教学法,未标注,教育学,keywords:教育|教学|教师
C_948405,经济管理综合实验,未标注,管理学,keywords:管理|财务|创业|企业|运营
C_948407,电子商务概论,未标注,管理学,override:电子商务
C_948408,量子力学前沿选题,未标注,理学,keywords:物理|力学
C_948410,中国经济概论,未标注,经济学,keywords:经济
C_948411,试验设计与分析,未标注,理学,override:试验设计与分析
C_948412,流体力学,未标注,工学,design_context_engineering:工程
C_948413,人体胚胎学——系统发生,未标注,医学,keywords:医学|胚胎|生殖|医学生
C_948414,出土文献的新发现,未标注,文学,keywords:国文
C_948415,清华大学轮滑体育课（基础篇）,未标注,工学,keywords:控制|飞行
C_948416,粘性流体力学—层流,未标注,理学,keywords:力学
C_948417,大学新生适应指南,未标注,教育学,keywords:大学新生
C_948419,马克思与当代欧陆思想,未标注,法学,keywords:马克思主义
C_948421,医院品管圈理论与实操,未标注,管理学,keywords:管理|质量管理
C_948422,新能源汽车,未标注,工学,design_context_engineering:系统|能源
C_948423,文献信息检索与利用,未标注,教育学,keywords:教学
C_948424,鞋类设计师的必修课——现代时装鞋类经典解读,未标注,艺术学,override:时装
C_948433,运动防护师教程,未标注,教育学,keywords:教师
C_948434,国际贸易学,未标注,经济学,keywords:贸易
C_948435,三江源生态,未标注,教育学,fallback:generic_course
C_948436,“中国风”服装与服饰设计——以创意装为例,未标注,艺术学,override:服装
C_948468,Python大数据分析,未标注,工学,keywords:计算机|Python|软件|大数据
C_948485,数据结构与算法,未标注,工学,override:数据结构
C_948486,物理化学,未标注,理学,keywords:物理|化学
C_948488,普通高校学生心理健康教育教程,未标注,教育学,keywords:教育|心理
C_949540,大学生心理健康,未标注,医学,keywords:健康
C_949541,产品设计原理,未标注,艺术学,override:产品设计原理
C_949542,思维创新与创造力开发,未标注,管理学,keywords:创业
C_955163,学做小程序——实战篇：树洞小程序,未标注,工学,design_context_engineering:工程|软件|程序
C_696807,机械设计,未标注,工学,override:机械设计
C_677146,大数据技术与应用,未标注,工学,keywords:大数据
C_696554,大数据系统基础,未标注,工学,keywords:大数据
C_694136,数据挖掘：理论与算法,未标注,工学,same_name:计算机科学与技术
C_862620,地质学与工程地质,未标注,工学,same_name:地质资源与地质工程
C_697374,职业探索与选择,未标注,教育学,fallback:generic_course
C_682345,自动控制理论（1）,未标注,工学,design_context_engineering:系统|自动化
C_682330,自动控制理论（2）,未标注,工学,design_context_engineering:系统|自动化
C_682309,IC设计与方法,未标注,工学,override:IC设计
C_682302,核辐射物理及探测学,未标注,理学,keywords:物理
C_682266,集成传感器,未标注,工学,override:传感器
C_682373,流体机械基础,未标注,工学,keywords:机械
C_682320,光电仪器设计,未标注,工学,override:光电仪器设计
C_696613,微软--计算机视觉论文分享课,未标注,工学,keywords:计算机
C_682184,微软亚洲研究院大数据系列讲座,未标注,工学,design_context_engineering:软件
C_682256,运筹学,未标注,工学,keywords:计算机
C_956129,游戏与电竞概论,未标注,工学,design_context_engineering:电子
C_956130,多媒体技术及应用,未标注,文学,keywords:媒体
C_1017355,中医英语入门,未标注,文学,keywords:英语
C_1017419,智慧政府漫谈,未标注,工学,keywords:交通
C_1025064,思想政治教育学原理,未标注,法学,keywords:政治
C_1025076,轮滑高级教程,未标注,教育学,keywords:人格
C_1025079,科学健身法-缠丝健身功,未标注,教育学,keywords:教学
C_1073350,测试训练营0206,未标注,教育学,fallback:generic_course
C_1123814,消防心理工作教程,未标注,教育学,keywords:心理
C_1123848,可编程逻辑器件及硬件描述语言,未标注,工学,design_context_engineering:系统|电子|工程
C_1123944,软件测试与质量保证,未标注,工学,keywords:软件|自动化
C_1123979,概率论与数理统计,未标注,理学,same_name:数学
C_1124039,电工电子技术应用与实践,未标注,工学,design_context_engineering:电子|工程
C_1159827,清华大学轮滑体育课（提高篇）,未标注,工学,keywords:飞行
C_1328548,2021考研英语系统班,未标注,文学,keywords:英语
C_1410076,工业机器人技术基础,未标注,军事学,keywords:战略
C_1410096,通信原理,未标注,工学,keywords:通信
C_1410106,数字电子技术,未标注,工学,keywords:人工智能|电子
C_1410117,组织与人力资源管理,未标注,管理学,override:人力资源管理
C_1410126,当代社会中的科学与技术,未标注,历史学,keywords:历史
C_1410145,工程财务管理,未标注,管理学,override:财务管理
C_1410156,操作系统(RISC-V),未标注,工学,keywords:计算机|程序|操作系统
C_1410371,美好生活“油”此而来：油科学概论,未标注,教育学,fallback:generic_course
C_1410386,化学工程原理,未标注,工学,design_context_engineering:工程
C_1412527,信息素养通识教程：数字化生存的必修课,未标注,教育学,keywords:慕课
C_1428968,区块链和加密数字货币,未标注,工学,keywords:区块链
C_1429002,高级操作系统,未标注,工学,keywords:计算机|操作系统
C_1429102,认知神经科学,未标注,教育学,keywords:心理
C_1429234,石油加工工程,未标注,工学,keywords:化工|石油
C_1434547,电子设计创新,未标注,工学,override:电子设计
C_1434593,运动解剖学,未标注,医学,keywords:解剖
C_1438319,水文学,未标注,文学,keywords:文学
C_1438353,概率论与数理统计,未标注,理学,same_name:数学
C_1527465,逻辑学基础理论,未标注,哲学,keywords:逻辑学
C_1527433,电路原理,未标注,工学,override:电路
C_697585,史学名家的治史历程与方法,未标注,历史学,keywords:历史|史学
C_682335,历代青花画法,未标注,工学,design_context_engineering:系统
C_1627979,英语六级全程通关课,未标注,文学,override:六级
C_1628160,英语四级通关课,未标注,文学,override:四级
C_1641647,飞行动力学,未标注,工学,keywords:飞行
C_1641662,教师职业道德与行为规范,未标注,教育学,keywords:教育|教师
C_1646044,中国文学与文化,未标注,文学,keywords:文学|国文
C_1647264,新城市科学,未标注,教育学,fallback:generic_course
C_682138,信息安全技术,未标注,工学,keywords:网络|信息安全|控制
C_1691403,网络安全精品课：安全合规及风险管理,未标注,工学,keywords:网络|信息安全
C_1691397,网络安全精品课：网站群安全,未标注,工学,keywords:网络|信息安全
C_1691410,网络安全精品课：数据中心安全,未标注,工学,keywords:网络|信息安全
C_1691412,网络安全精品课：办公网安全,未标注,工学,keywords:网络|信息安全
C_1214863,奇安信认证网络安全工程师前置课程,未标注,工学,keywords:网络|信息安全
C_1682833,零基础口语急救,未标注,教育学,fallback:generic_course
C_1683594,新型冠状病毒肺炎防控知识讲座,未标注,医学,keywords:医学|医学生
C_1683791,认识2019新型冠状病毒,未标注,医学,keywords:医学|病原
C_1641666,生物与环境,未标注,教育学,fallback:generic_course
C_681737,服装电脑辅助设计,未标注,艺术学,override:服装
C_1686971,血瘀与活血化瘀,未标注,教育学,fallback:generic_course
C_1687717,电工电子学（下）,未标注,工学,keywords:电子|电工
C_1687727,课程与教学论,未标注,教育学,keywords:教学|教师|教学论
C_1691144,新冠肺炎健康科普大家谈,未标注,医学,keywords:健康
C_1691453,医学研究生教育教学讲座,未标注,教育学,keywords:教育|教学
C_1692685,自身免疫和自身免疫病,未标注,医学,keywords:免疫|疾病
C_1693038,女性健康管理,未标注,医学,keywords:疾病|健康
C_1693369,大学生性健康教育,未标注,教育学,keywords:教育|心理
C_1696148,国际商务,未标注,管理学,keywords:管理|营销|企业
C_1696155,护理评估技术,未标注,医学,keywords:临床|护理
C_1696158,财经报道实训：成为讲故事的高手,未标注,经济学,keywords:经济学|经济
C_1703785,轮式机器人入门,未标注,工学,keywords:自动化|IC
C_1704755,全方位口型示范发音课,未标注,教育学,keywords:教学
C_1704762,2020年公务员联考/省考笔试精讲班,未标注,工学,keywords:电子
C_1678971,工业互联网大讲堂,未标注,管理学,keywords:企业
C_1707044,区块链应用工程师微学位（2020）,未标注,工学,keywords:区块链
C_1527407,知识产权法学,未标注,法学,keywords:法律|法学|知识产权
C_1686679,阻击新冠——重症急性呼吸道感染综合症的临床诊疗与公共卫生防疫,未标注,医学,keywords:临床|公共卫生|健康
C_1711861,雅思听力,未标注,教育学,fallback:generic_course
C_1711946,大客户营销,未标注,管理学,override:营销
C_1712435,新时代大学生恋爱与婚姻,未标注,医学,keywords:健康
C_1711990,营销名师张坚：高层营销策略,未标注,管理学,override:营销
C_1714440,塑料模具设计与制造,未标注,工学,override:模具设计
C_1714441,建筑施工技术,未标注,工学,keywords:建筑
C_1714443,实用中医儿科学,未标注,医学,keywords:医学|疾病|诊断|治疗|医学生
C_1714444,体育综合英语1,未标注,文学,keywords:语言|英语
C_1714446,核反应堆热工分析,未标注,工学,design_context_engineering:工程|材料|程序
C_1714447,油藏数值模拟,未标注,教育学,fallback:generic_course
C_1714449,电路（上）,未标注,工学,override:电路
C_1527362,History of Western Civilization  全英文西方文明史,未标注,教育学,keywords:教学
C_1720764,突发事件心理危机干预,未标注,教育学,keywords:心理
C_697032,英语写作指导——写作入门,未标注,文学,keywords:语言|英语|写作
C_1724279,护理心理伦理学,未标注,医学,keywords:临床|护理
C_1724282,传媒形象塑造,未标注,艺术学,keywords:化妆|造型
C_1724283,汽车机械基础,未标注,工学,keywords:机械
C_1724285,心电图的识别和应用,未标注,医学,keywords:医学|临床|诊断|医学生
C_1724286,体验式英语视听说写,未标注,文学,keywords:英语|写作
C_1724288,大学生需要知道的六件小事儿,未标注,法学,keywords:法律
C_1724289,管理经济学,未标注,经济学,keywords:经济学|经济|微观
C_936913,实验室安全密码,未标注,艺术学,keywords:艺术|动画
C_697229,文献检索与利用,未标注,管理学,keywords:管理|图书馆
C_934526,学术素养,未标注,工学,keywords:大数据
C_788575,学术论文文献阅读与机助汉英翻译,未标注,文学,keywords:英语|翻译
C_1714448,新型冠状病毒肺炎的认识与防控,未标注,医学,keywords:医学
C_1731879,Java语言程序设计,未标注,工学,override:程序设计
C_1731881,环境毒理学,未标注,医学,keywords:健康
C_1731884,数学文化,未标注,理学,keywords:数学
C_1731888,笔译技巧与实践,未标注,文学,keywords:语言|英语|翻译|笔译
C_1731918,Access数据库技术及应用,未标注,工学,keywords:数据库|软件|网络
C_1732839,英语词汇记忆奥秘,未标注,文学,keywords:英语
C_1732842,金融学,未标注,经济学,keywords:金融
C_1732845,学前教育学,未标注,教育学,keywords:教育|教师|学前|幼儿
C_1734933,测试课程,未标注,教育学,fallback:generic_course
C_654435,测试系列课0710_2,未标注,教育学,fallback:generic_course
C_824095,测试小程序附件,未标注,工学,keywords:程序
C_1736846,Access程序设计基础,未标注,工学,override:程序设计
C_1737097,小学教师升级宝典,未标注,教育学,keywords:教育|教学|教师
C_1738993,游戏程序设计,未标注,工学,override:程序设计
C_1738959,机械制造实习,未标注,工学,keywords:机械
C_1738818,普惠金融导论,未标注,经济学,keywords:金融
C_1706099,计算机视觉,未标注,工学,keywords:计算机
C_1741496,电视节目播音主持,未标注,文学,keywords:语言
C_1741498,临床免疫学检验技术,未标注,医学,keywords:临床|免疫
C_1741500,汽车检测与诊断,未标注,医学,keywords:诊断
C_1741501,服装图案设计,未标注,艺术学,override:图案设计
C_1741502,服装表演,未标注,艺术学,override:服装
C_1741505,服装史,未标注,艺术学,override:服装
C_1741506,男装设计,未标注,管理学,keywords:企业
C_1741507,服装CAD/CAM,未标注,艺术学,override:服装
C_1741511,融合新闻学,未标注,文学,keywords:新闻|传播|媒体
C_1741526,数字化产品设计,未标注,工学,override:数字化产品设计
C_1741534,山水景观赏析,未标注,教育学,fallback:generic_course
C_1741536,Research Methods in Tourism Studies,未标注,管理学,keywords:Hospitality
C_1741538,民法总论,未标注,法学,keywords:法学|民法
C_1741554,影视制作流程（双语）,未标注,艺术学,keywords:影视
C_1741987,经世微语课堂,未标注,管理学,keywords:管理
C_1748240,教育定量研究方法（高级）,未标注,教育学,keywords:教育
C_1749554,逻辑学前沿报告——向量空间、信念基础的逻辑,未标注,哲学,keywords:哲学|逻辑学
C_1750781,疫苗与健康,未标注,医学,keywords:医学|免疫|健康
C_1750786,英语口语,未标注,文学,keywords:英语
C_1750788,零售药店管理实务,未标注,管理学,keywords:管理|运营
C_1750789,单片机原理及其应用,未标注,工学,keywords:计算机|物联网|通信|单片机|控制
C_1750791,皮肤性病学,未标注,教育学,fallback:generic_course
C_1750793,大学生精益创新创业实践,未标注,管理学,override:创新创业
C_1750795,交响音乐赏析,未标注,艺术学,keywords:艺术|音乐
C_1750814,地理信息系统开发基础,未标注,工学,design_context_engineering:系统|软件|程序
C_1750819,沟通与谈判,未标注,管理学,keywords:管理|营销|企业
C_1750851,电子政务,未标注,工学,keywords:电子
C_1753434,社会网络分析训练营,未标注,工学,keywords:网络
C_1755846,Introduction to Cancer Biology,未标注,教育学,fallback:generic_course
C_1755887,Intaglio Printmaking,未标注,教育学,fallback:generic_course
C_1755888,Chinese Landscape Painting Technique,未标注,工学,keywords:IC
C_1755889,New Horizons in Chinese Philosophy,未标注,工学,keywords:IC
C_1755891,Tsinghua Chinese: Start Talking with 1.3 Billion People,未标注,文学,keywords:English
C_1755893,Laser and Laser Application,未标注,工学,keywords:IC
C_1755895,World Arena: Facing Globalization,未标注,教育学,fallback:generic_course
C_1755899,Scientific Paper Writing and Making Presentation in English,未标注,工学,keywords:IC
C_1755907,User Experience (UX) Design: Human Factors and Culture in Design,未标注,教育学,fallback:generic_course
C_1755909,Practical Japanese Conversation,未标注,工学,keywords:IC
C_1755912,Foundations of Logic,未标注,工学,keywords:IC
C_1755913,Seminar on Latest Development in Logic,未标注,工学,keywords:IC
C_1755915,English for Professional Graduates,未标注,文学,keywords:English
C_1755917,Pulping Principles and Engineering,未标注,工学,keywords:IC
C_1755919,Computer Networks,未标注,工学,keywords:IC
C_1755920,Film and Cultural Studies,未标注,工学,keywords:IC
C_1755921,University Physics - Electricity and Magnetism,未标注,工学,keywords:IC
C_1755922,International Business Management,未标注,工学,keywords:IC
C_1755924,Advanced Medical English,未标注,工学,keywords:IC
C_1755925,创意 Creativity,未标注,教育学,fallback:generic_course
C_1755929,Medical Terminology Step by Step,未标注,工学,keywords:IC
C_1755938,Hospitality English,未标注,文学,override:Hospitality English
C_1755939,Introduction to tax laws of China,未标注,工学,override:AWS
C_1755940,Publication of Research Papers —Ladder to International Academic Arena,未标注,工学,keywords:IC
C_1755941,Introducing China In English,未标注,文学,keywords:English
C_1755946,Advanced Business English,未标注,文学,keywords:English
C_1755948,创业102：你能为客户做什么？（国际版）,未标注,管理学,override:创业
C_1755951,u.lab 1x：向未来学习 引领系统创变（国际版）,未标注,工学,keywords:SoC
C_1755952,u.lab 0x: 基于觉察的系统创变：感知和共创未来（国际版）,未标注,工学,keywords:SoC
C_1755955,创业101：你的客户是谁？（国际版）,未标注,管理学,override:创业
C_1755958,英语语法和写作风格（国际版）,未标注,文学,keywords:英语|写作
C_1755959,英语写作指导——写作入门（国际版）,未标注,文学,keywords:英语|English|写作
C_1755961,英语写作指导——润色提升（国际版）,未标注,文学,keywords:英语|English|写作
C_1755962,英语写作指导——科学写作（国际版）,未标注,文学,keywords:英语|English|写作
C_1756056,University English for Academic Purposes,未标注,工学,keywords:IC
C_1756058,Principles of Electric Circuits,未标注,工学,keywords:IC|Circuit
C_1756060,Exploring Psychology's Core Concepts,未标注,教育学,fallback:generic_course
C_1756062,Reading and Writing in English,未标注,文学,keywords:English
C_1756063,Conversational English Skills,未标注,文学,keywords:English
C_1756066,History of Chinese Architecture Part I,未标注,工学,keywords:IC
C_1756067,Data Structures and Algorithm Design Part II,未标注,工学,keywords:IC
C_1756069,Data Structures and Algorithm Design Part I,未标注,工学,keywords:IC
C_1756072,Calculus I,未标注,工学,keywords:IC
C_1756073,Music & Culture in English,未标注,工学,keywords:IC
C_1756074,日常思考的科学(国际版),未标注,教育学,fallback:generic_course
C_1756075,生物医学成像学导论(国际版),未标注,医学,keywords:医学
C_1756076,人类进化导论(国际版),未标注,工学,keywords:IC
C_1756077,概率论——不确定性的科学(国际版),未标注,理学,keywords:概率
C_1756078,英文写作指导进阶(国际版),未标注,文学,keywords:English|写作
C_1756674,廊坊市群艺馆全民艺术普及——二胡艺术,未标注,艺术学,keywords:艺术
C_1756753,History of Chinese Architecture Part II,未标注,工学,keywords:IC
C_1760295,大学物理（力学）,未标注,理学,keywords:物理|力学
C_1760297,微电子工艺,未标注,工学,keywords:电子|电路|芯片|集成电路
C_1760314,小波与科学,未标注,理学,keywords:小波
C_1760323,概率论与数理统计,未标注,理学,same_name:数学
C_1761358,Research Methods in Tourism Studies（国际版）,未标注,管理学,keywords:Hospitality
C_1761361,Tourism Policy and Planning（国际版）,未标注,工学,keywords:IC
C_1761364,Global Tourism Development Trends（国际版）,未标注,工学,keywords:IC
C_1761368,Digital Integrated Circuit Analysis and Design,未标注,工学,keywords:IC|Circuit
C_1761369,History of Western Civilization before the 19th Century,未标注,教育学,fallback:generic_course
C_1761370,Western and Chinese Art: Masters and Classics,未标注,工学,keywords:IC
C_1761372,New course mode in e-era,未标注,教育学,fallback:generic_course
C_1761374,China’s Perspective on Climate Change,未标注,教育学,fallback:generic_course
C_1761375,Chinese History From Warring States to the Tang Dynasty,未标注,工学,keywords:IC
C_1761377,"Plato, Socrates, and the Birth of Western Philosophy",未标注,工学,keywords:SoC
C_1761379,Water and Wastewater Treatment Engineering: Physicochemical Technology（International edition）,未标注,工学,keywords:IC
C_1761380,Water and Wastewater Treatment Engineering: Biochemical Technology,未标注,工学,keywords:IC
C_1761383,Geology and Engineering Geology (International),未标注,工学,keywords:IC
C_1761385,Gateway to Medicine: An Introduction to the Field of Medicine,未标注,工学,keywords:IC
C_1761386,Introduction to Psychology,未标注,工学,keywords:IC
C_1761459,AP Environmental Science - Part 3: Pollution and Resources（国际版）,未标注,教育学,fallback:generic_course
C_1761460,Flower Arrangements in China and Japan,未标注,教育学,fallback:generic_course
C_1761462,Finite Element Method (FEM) Analysis and Applications,未标注,工学,keywords:IC
C_1761463,免疫学基础——第Ⅱ部分（国际版）,未标注,医学,keywords:免疫
C_1682756,痕迹识人，管理读心,未标注,管理学,keywords:管理
C_1762748,思维转变训练营,未标注,管理学,keywords:领导力
C_1762972,2021考研199管理类联考（数学）全程班,未标注,理学,keywords:数学
C_1750779,网络安全技术,未标注,工学,design_context_engineering:系统|网络
C_1741560,计算机病毒分析,未标注,工学,design_context_engineering:系统|计算机|网络
C_1764842,Cities and the Challenge of Sustainable Development（国际版）,未标注,工学,keywords:IC
C_1764843,Foundations of Computer Graphics（国际版）,未标注,工学,keywords:IC
C_1764844,Zhuangzi's Fables and Their Wisdom,未标注,教育学,fallback:generic_course
C_1764846,Introduction to Ci Poems in the Tang and Song Dynasty,未标注,教育学,fallback:generic_course
C_1764847,刑事审判心理学（国际版）,未标注,教育学,keywords:心理
C_1764848,Introduction to Quantitative Investing（国际版）,未标注,教育学,fallback:generic_course
C_1764849,结核病（国际版）,未标注,教育学,fallback:generic_course
C_1764850,AP Environmental Science - Part 2: Populations（国际版）,未标注,教育学,fallback:generic_course
C_1764851,数字时代的医学（国际版）,未标注,医学,keywords:医学
C_1764852,免疫学基础——第Ⅰ部分（国际版）,未标注,医学,keywords:免疫
C_1764856,AP Environmental Science - Part 1: The Living（国际版）,未标注,教育学,fallback:generic_course
C_1764857,AP*备考——生物学，第三部分：演化和多样性（国际版）,未标注,理学,keywords:生物学
C_1764859,Socially-Responsible Real Estate Development: Learning to Use Impact Assessment Tools Effectively（国际版）,未标注,工学,keywords:SoC|IC
C_1764860,基本人体生物学：细胞和组织（国际版）,未标注,理学,keywords:生物学
C_1764862,Solar Energy（国际版）,未标注,工学,override:Solar Energy
C_1764863,创新土地再开发：土地整备（国际版）,未标注,教育学,fallback:generic_course
C_1764864,动力学（国际版）,未标注,理学,keywords:力学
C_1764865,计算思维和数据科学导论（国际版）,未标注,工学,keywords:数据科学
C_1764866,热带海岸线生态系统（国际版）,未标注,工学,keywords:IC
C_1764867,软件即服务 (SaaS) - 第 2 部分（国际版）,未标注,工学,keywords:软件|IC
C_1764869,Natural Disasters（国际版）,未标注,工学,keywords:IC
C_1765585,Culture and Tourism（国际版）,未标注,教育学,fallback:generic_course
C_1765591,Wisdom of Life from Confucius,未标注,工学,keywords:IC
C_1765592,Simplified  Acupuncture and Moxibustion,未标注,教育学,fallback:generic_course
C_1765595,Alearning Course Thesis Research and Writing,未标注,工学,keywords:IC
C_1765596,Components in Automatic Control Systems,未标注,工学,keywords:IC
C_1765600,Soil Mechanics,未标注,工学,keywords:IC
C_1765602,Analytical Chemistry,未标注,工学,keywords:IC
C_1765604,Elements of Structures（国际版）,未标注,教育学,fallback:generic_course
C_1765606,计算机科学和Python编程导论（国际版）,未标注,工学,keywords:计算机|编程|Python|IC
C_1765607,Transforming Our World（国际版）,未标注,教育学,fallback:generic_course
C_1766164,International Economic Law,未标注,工学,keywords:IC
C_1766165,English Critical Thinking and Communication Skills,未标注,工学,keywords:IC
C_1766166,Simultaneous Interpreting,未标注,工学,keywords:IC
C_1766167,Lecture Series for Preventing and Controlling COVID-19,未标注,教育学,fallback:generic_course
C_1766168,Concise Circuits,未标注,工学,keywords:Circuit
C_1766169,Brain Science and Advanced Imaging Techniques,未标注,工学,keywords:IC
C_1766171,Critical Thinking and Critical Writing,未标注,工学,keywords:IC
C_1767126,计算未来云讲坛（2020）——清华大学计算机系前沿系列讲座,未标注,工学,override:大学计算机
C_1767576,中学生认知与学习心理,未标注,教育学,keywords:教育|教学|教师|心理
C_1767578,Web后端开发技术,未标注,工学,keywords:Java|Web
C_1767580,中学教育基础,未标注,教育学,keywords:教育
C_1767581,光影中的文本,未标注,教育学,keywords:教学
C_1767587,学术写作,未标注,文学,keywords:英语|写作
C_1767588,机械工程控制基础,未标注,工学,keywords:控制|机械
C_1767590,婴儿教育学,未标注,教育学,keywords:教育
C_1767591,声乐,未标注,艺术学,keywords:音乐|声乐
C_2298126,自然语言处理,未标注,文学,keywords:语言
C_1772942,人工智能数学基础,未标注,工学,keywords:人工智能
C_1784322,人工智能导论,未标注,工学,keywords:人工智能
C_1770905,算法训练营,未标注,工学,design_context_engineering:计算机
C_1771153,Introduction to C++: Problem Solving Using Computational Thinking,未标注,教育学,fallback:generic_course
C_1771155,Medical Humanities,未标注,工学,keywords:IC
C_1771156,English Public Speaking,未标注,工学,keywords:IC
C_1771158,English Debate,未标注,文学,keywords:English
C_1771160,COVID-19: The Medical Fundamentals,未标注,工学,keywords:IC
C_1771161,Advanced Comprehensive English Writing,未标注,文学,keywords:English
C_1771167,Ansai Waist,未标注,工学,keywords:IC
C_1771168,Plant Landscape Planning and Design,未标注,教育学,fallback:generic_course
C_1771170,Fundamentals of Piano Performance,未标注,工学,keywords:IC
C_1771174,Computer-Aided Drug Design,未标注,教育学,fallback:generic_course
C_1771175,Digital Photography,未标注,工学,keywords:IC
C_1771176,Music makes one healthy,未标注,工学,keywords:IC
C_1771177,Chinese Traditional Culture,未标注,教育学,fallback:generic_course
C_1771179,Drug discovery in prevention and treatment of COVID-19,未标注,工学,keywords:IC
C_2320597,深度学习,未标注,工学,keywords:人工智能|深度学习
C_1771634,Appreciation of Symphonic Music,未标注,工学,keywords:IC
C_1774962,Geriatrics of Traditional Chinese medicine,未标注,工学,keywords:IC
C_1774963,Acupuncture and moxibustion,未标注,教育学,fallback:generic_course
C_1774965,Financial English,未标注,文学,keywords:English
C_1774967,Chinese Folk Motif Arts,未标注,工学,keywords:IC
C_1774969,Food Microbiology Testing,未标注,工学,keywords:IC
C_1774972,Traditional Customs and Chinese Arts,未标注,工学,keywords:IC
C_1774976,Fundamentals of C Programming,未标注,工学,keywords:IC
C_1774978,Strategic Management,未标注,工学,keywords:IC
C_1774980,Flavor Chemistry and Analysis,未标注,工学,keywords:IC
C_1774981,Topographic Anatomy and Operative Surgery,未标注,工学,keywords:IC
C_1774982,Watercolor Painting Hall,未标注,工学,keywords:IC
C_1774985,3ds Max: A Quick Start from Zero to One,未标注,工学,keywords:IC
C_1774986,A Beginner’s Guide to Etiquette,未标注,工学,keywords:IC
C_1774987,Academic English for Science and Engineering,未标注,工学,keywords:IC
C_1774989,Plants Design：Accessing to East Asian Art,未标注,工学,keywords:IC
C_1775020,Personality and Mental Disorders—Be a Therapist of Your Own ,未标注,教育学,fallback:generic_course
C_1776281,舞台服装设计,未标注,艺术学,override:服装
C_1776283,水利工程施工,未标注,工学,keywords:水利
C_1776285,学前儿童教育研究方法,未标注,教育学,keywords:教育|教师|学前|幼儿
C_1776287,包装材料学B,未标注,工学,design_context_engineering:系统|结构|材料
C_1776290,保险法,未标注,经济学,keywords:保险
C_1776297,电子商务英语,未标注,管理学,override:电子商务
C_1776301,植物生物化学,未标注,理学,keywords:化学
C_1776306,过程控制系统,未标注,工学,keywords:自动化|控制|仪器|检测技术
C_1776310,水彩绘堂,未标注,教育学,fallback:generic_course
C_1776312,医学信息素养,未标注,医学,keywords:医学
C_1776316,阳明学概论,未标注,教育学,keywords:人格
C_1776319,项目管理,未标注,管理学,keywords:管理|项目管理
C_1777000,设计素描,未标注,艺术学,override:设计素描
C_1778271,邓俊辉教授  公开课,未标注,工学,design_context_engineering:系统|结构|计算机
C_1778370,Signal and Linear System,未标注,工学,keywords:IC
C_1778415,Low Frequency Electronic Circuit,未标注,工学,keywords:IC|Circuit
C_1778439,"Modern Business Management: Concept, Approach and Tool",未标注,工学,keywords:IC
C_1778453,Construction Project Management,未标注,教育学,fallback:generic_course
C_1778560,Chinese Art History,未标注,教育学,fallback:generic_course
C_1778561,Learning Erhu From Scratch,未标注,工学,keywords:IC
C_1778562,Beverage Culture and Management,未标注,工学,keywords:SoC|IC
C_1778564,Diagnostic Ultrasonography,未标注,工学,keywords:IC
C_1778566,The intangible cultural heritage textile -- let the world understand the beauty of China,未标注,教育学,fallback:generic_course
C_1778567,Project Management,未标注,教育学,fallback:generic_course
C_1778570,Logic and Techniques of Financial Statement Analysis,未标注,工学,keywords:IC
C_1779421,学术英语写作与沟通,未标注,文学,keywords:文学|英语|写作
C_1779849,Chang'an and Chinese Buddhism,未标注,工学,keywords:IC
C_1780261,从入门到大神：疫情知识智能服务核心技术实践,未标注,医学,keywords:生理|健康
C_1780641,Computer Fundamentals: Problem Solving Using Computational Thinking,未标注,工学,keywords:IC
C_1781818,Business Statistics,未标注,工学,keywords:IC
C_1782008,Database Technology and Programming,未标注,教育学,fallback:generic_course
C_1781812,Dermatovenereology,未标注,工学,keywords:IC
C_1784703,Pathology,未标注,工学,keywords:IC
C_1784704,Great Charm of Sichuan Opera ,未标注,工学,keywords:IC
C_1784708,Analytical Chemistry,未标注,工学,keywords:IC
C_1784709,Organic Chemistry,未标注,工学,keywords:IC
C_1784711,Introduction to Natural Science,未标注,教育学,fallback:generic_course
C_1784713,Artistic Textiles,未标注,工学,keywords:IC
C_1784725,Animal Anatomy,未标注,教育学,fallback:generic_course
C_1784729,Basic Molecular Biology ,未标注,工学,keywords:IC
C_1785616,Functional Experiments,未标注,教育学,fallback:generic_course
C_1787086,Fundamentals of Measurement and Signal Analysis,未标注,教育学,fallback:generic_course
C_1789680,A Bite of Chinese Materia Medica,未标注,工学,keywords:IC
